event_ID,site,video_date,Visit_Date,Visit_Date,time,number_individuals,individual,individual_ID,trial_day,event_number,activation_number,sound_stimuli,period,proportion_vis,
RDT3_16Feb_15_1,RDT3,2021-02-16,16Feb,16-02-24,15:20,3,1293,,13,83,9,Novel,before,0,
RDT3_17Feb_7_1,RDT3,2021-02-17,17Feb,17-02-24,07:23,1,1294,,14,84,14,Dog,before,0,
RDT3_17Feb_7_2,RDT3,2021-02-17,17Feb,17-02-24,07:32,1,1295,,14,85,30,Silent,before,0,
RDT3_17Feb_11_1,RDT3,2021-02-17,17Feb,17-02-24,11:39,2,1296,,14,86,17,Human,before,0,
RDT3_17Feb_11_1,RDT3,2021-02-17,17Feb,17-02-24,11:39,2,1297,,14,86,17,Human,before,0,
RDT3_17Feb_11_3,RDT3,2021-02-17,17Feb,17-02-24,11:52,2,1298,,14,87,10,Roedeer,before,0.088235294,
RDT3_17Feb_11_3,RDT3,2021-02-17,17Feb,17-02-24,11:52,2,1299,,14,87,10,Roedeer,before,0,
RDT3_17Feb_14_2,RDT3,2021-02-17,17Feb,17-02-24,14:32,2,1300,,14,88,31,Silent,before,0.333333333,
RDT3_17Feb_14_2,RDT3,2021-02-17,17Feb,17-02-24,14:32,2,1301,,14,88,31,Silent,before,0.4,
RDT3_17Feb_16_3,RDT3,2021-02-17,17Feb,17-02-24,16:16,2,1302,,14,89,10,Novel,before,0.111111111,
RDT3_17Feb_16_3,RDT3,2021-02-17,17Feb,17-02-24,16:16,2,1303,,14,89,10,Novel,before,0,
RDT3_17Feb_16_4,RDT3,2021-02-17,17Feb,17-02-24,16:24,3,1304,,14,90,32,Silent,before,0,
RDT3_17Feb_16_4,RDT3,2021-02-17,17Feb,17-02-24,16:24,3,1305,,14,90,32,Silent,before,0,
RDT3_17Feb_16_4,RDT3,2021-02-17,17Feb,17-02-24,16:24,3,1306,,14,90,32,Silent,before,0,
RDT3_17Feb_21_1,RDT3,2021-02-17,17Feb,17-02-24,21:36,1,1307,,14,91,18,Human,before,0.111111111,
RDT3_17Feb_22_1,RDT3,2021-02-17,17Feb,17-02-24,22:25,3,1308,,14,92,15,Dog,before,0,
RDT3_17Feb_22_1,RDT3,2021-02-17,17Feb,17-02-24,22:25,3,1309,,14,92,15,Dog,before,0,
RDT3_17Feb_22_1,RDT3,2021-02-17,17Feb,17-02-24,22:25,3,1310,,14,92,15,Dog,before,0,
RDT3_17Feb_22_4,RDT3,2021-02-17,17Feb,17-02-24,22:52,2,1311,,14,93,33,Silent,before,0,
RDT3_17Feb_22_4,RDT3,2021-02-17,17Feb,17-02-24,22:52,2,1312,,14,93,33,Silent,before,0,
RDT3_18Feb_8_1,RDT3,2021-02-18,18Feb,18-02-24,08:10,3,1313,,15,94,8,Bird,before,0,
RDT3_18Feb_8_1,RDT3,2021-02-18,18Feb,18-02-24,08:10,3,1314,,15,94,8,Bird,before,0,
RDT3_18Feb_8_1,RDT3,2021-02-18,18Feb,18-02-24,08:10,3,1315,,15,94,8,Bird,before,0,
RDT3_18Feb_8_2,RDT3,2021-02-18,18Feb,18-02-24,08:20,2,1316,,15,95,34,Silent,before,0,
RDT3_18Feb_8_2,RDT3,2021-02-18,18Feb,18-02-24,08:20,2,1317,,15,95,34,Silent,before,0,
RDT3_18Feb_8_3,RDT3,2021-02-18,18Feb,18-02-24,08:38,2,1318,,15,96,19,Human,before,0,
RDT3_18Feb_8_3,RDT3,2021-02-18,18Feb,18-02-24,08:38,2,1319,,15,96,19,Human,before,0,
RDT3_18Feb_9_1,RDT3,2021-02-18,18Feb,18-02-24,09:20,2,1320,,15,97,11,Roedeer,before,0.214285714,
RDT3_18Feb_9_1,RDT3,2021-02-18,18Feb,18-02-24,09:20,2,1321,,15,97,11,Roedeer,before,0,
RDT3_18Feb_9_3,RDT3,2021-02-18,18Feb,18-02-24,09:54,4,1322,,15,98,16,Dog,before,0.4,
RDT3_18Feb_9_3,RDT3,2021-02-18,18Feb,18-02-24,09:54,4,1323,,15,98,16,Dog,before,0,
RDT3_18Feb_9_3,RDT3,2021-02-18,18Feb,18-02-24,09:54,4,1324,,15,98,16,Dog,before,0,
RDT3_18Feb_9_3,RDT3,2021-02-18,18Feb,18-02-24,09:54,4,1325,,15,98,16,Dog,before,0,
RDT3_18Feb_10_1,RDT3,2021-02-18,18Feb,18-02-24,10:00,4,1326,,15,99,11,Novel,before,0,
RDT3_18Feb_10_1,RDT3,2021-02-18,18Feb,18-02-24,10:00,4,1327,,15,99,11,Novel,before,0,
RDT3_18Feb_10_1,RDT3,2021-02-18,18Feb,18-02-24,10:00,4,1328,,15,99,11,Novel,before,0,
RDT3_18Feb_10_1,RDT3,2021-02-18,18Feb,18-02-24,10:00,4,1329,,15,99,1,Novel,before,0,
RDT3_18Feb_14_2,RDT3,2021-02-18,18Feb,18-02-24,14:54,1,1330,,15,100,35,Silent,before,0,
RDT3_18Feb_21_1,RDT3,2021-02-18,18Feb,18-02-24,21:05,3,1331,,15,101,20,Human,before,0,
RDT3_18Feb_21_1,RDT3,2021-02-18,18Feb,18-02-24,21:05,3,1332,,15,101,20,Human,before,0,
RDT3_18Feb_21_1,RDT3,2021-02-18,18Feb,18-02-24,21:05,3,1333,,15,101,20,Human,before,0,
RDT3_19Feb_4_2,RDT3,2021-02-19,19Feb,19-02-24,04:44,1,1334,,16,102,36,Silent,before,0,
RDT3_20Feb_19_1,RDT3,2021-02-20,20Feb,20-02-24,19:17,1,1335,,17,103,12,Roedeer,before,0,
RDT3_20Feb_19_2,RDT3,2021-02-20,20Feb,20-02-24,19:28,1,1336,,17,104,37,Silent,before,0,
RDT3_20Feb_19_3,RDT3,2021-02-20,20Feb,20-02-24,19:50,1,1337,,17,105,21,Human,before,0,
RDT3_20Feb_22_1,RDT3,2021-02-20,20Feb,20-02-24,22:13,1,1338,,17,106,17,Dog,before,0,
RDT3_21Feb_12_1,RDT3,2021-02-21,21Feb,21-02-24,12:40,1,1339,,18,107,18,Dog,before,0.25,
RDT3_21Feb_12_2,RDT3,2021-02-21,21Feb,21-02-24,12:53,1,1340,,18,108,38,Silent,before,NA,
RDT3_21Feb_15_1,RDT3,2021-02-21,21Feb,21-02-24,15:48,1,1341,,18,109,12,Novel,before,0,
RDT3_21Feb_16_1,RDT3,2021-02-21,21Feb,21-02-24,16:13,3,1342,,18,110,22,Human,before,0.8,
RDT3_21Feb_16_1,RDT3,2021-02-21,21Feb,21-02-24,16:13,3,1343,,18,110,22,Human,before,NA,
RDT3_21Feb_16_1,RDT3,2021-02-21,21Feb,21-02-24,16:13,3,1344,,18,110,22,Human,before,NA,
RDT3_22Feb_20_2,RDT3,2021-02-22,22Feb,22-02-24,20:35,1,1345,,19,111,39,Silent,before,0.111111111,
RDT3_22Feb_23_1,RDT3,2021-02-22,22Feb,22-02-24,23:09,1,1346,,19,112,9,Bird,before,0.333333333,
RDT3_23Feb_1_1,RDT3,2021-02-23,23Feb,23-02-24,01:57,1,1347,,20,113,23,Human,before,0,
RDT3_23Feb_6_2,RDT3,2021-02-23,23Feb,23-02-24,06:55,1,1348,,20,114,40,Silent,before,0.081081081,
RDT3_23Feb_17_1,RDT3,2021-02-23,23Feb,23-02-24,17:35,1,1349,,20,115,19,Dog,before,0.636363636,
RDT3_23Feb_20_1,RDT3,2021-02-23,23Feb,23-02-24,20:22,1,1350,,20,116,13,Novel,before,0.428571429,
RDT3_24Feb_7_1,RDT3,2021-02-24,24Feb,24-02-24,07:20,2,1351,,21,117,20,Dog,before,0,
RDT3_24Feb_7_1,RDT3,2021-02-24,24Feb,24-02-24,07:20,2,1352,,21,117,20,Dog,before,0.176470588,
RDT3_24Feb_11_1,RDT3,2021-02-24,24Feb,24-02-24,11:08,2,1353,,21,118,24,Human,before,0.212121212,
RDT3_24Feb_11_1,RDT3,2021-02-24,24Feb,24-02-24,11:08,2,1354,,21,118,24,Human,before,0.333333333,
RDT3_25Feb_16_1,RDT3,2021-02-25,25Feb,25-02-24,16:57,1,1355,,22,119,25,Human,before,0.538461538,
RDT3_25Feb_17_1,RDT3,2021-02-25,25Feb,25-02-24,17:22,2,1356,,22,120,21,Dog,before,1,
RDT3_26Feb_1_2,RDT3,2021-02-26,26Feb,26-02-24,01:12,2,1357,,23,121,41,Silent,before,0.481481481,
RDT3_26Feb_1_2,RDT3,2021-02-26,26Feb,26-02-24,01:12,2,1358,,23,121,41,Silent,before,0.130434783,
RDT3_26Feb_1_3,RDT3,2021-02-26,26Feb,26-02-24,01:18,1,1359,,23,122,22,Dog,before,0.333333333,
RDT3_26Feb_5_4,RDT3,2021-02-26,26Feb,26-02-24,05:53,2,1360,,23,123,42,Silent,before,0.6,
RDT3_26Feb_5_4,RDT3,2021-02-26,26Feb,26-02-24,05:53,2,1361,,23,123,42,Silent,before,0,
RDT3_26Feb_6_1,RDT3,2021-02-26,26Feb,26-02-24,06:17,3,1362,,23,124,26,Human,before,0,
RDT3_26Feb_6_1,RDT3,2021-02-26,26Feb,26-02-24,06:17,3,1363,,23,124,26,Human,before,0.052631579,
RDT3_26Feb_6_1,RDT3,2021-02-26,26Feb,26-02-24,06:17,3,1364,,23,124,26,Human,before,0.025641026,
RDT3_26Feb_6_3,RDT3,2021-02-26,26Feb,26-02-24,06:33,2,1365,,23,125,10,Bird,before,0.333333333,
RDT3_26Feb_6_3,RDT3,2021-02-26,26Feb,26-02-24,06:33,2,1366,,23,125,10,Bird,before,0,
RDT3_26Feb_6_4,RDT3,2021-02-26,26Feb,26-02-24,06:41,1,1367,,23,126,43,Silent,before,0.80952381,
RDT3_26Feb_6_5,RDT3,2021-02-26,26Feb,26-02-24,06:55,1,1368,,23,127,23,Dog,before,0,
RDT3_26Feb_9_1,RDT3,2021-02-26,26Feb,26-02-24,09:14,3,1369,,23,128,13,Roedeer,before,1,
RDT3_26Feb_9_1,RDT3,2021-02-26,26Feb,26-02-24,09:14,3,1370,,23,128,13,Roedeer,before,0.538461538,
RDT3_26Feb_9_1,RDT3,2021-02-26,26Feb,26-02-24,09:14,3,1371,,23,128,13,Roedeer,before,NA,
RDT3_26Feb_9_2,RDT3,2021-02-26,26Feb,26-02-24,09:21,2,1372,,23,129,44,Silent,before,0.290322581,
RDT3_26Feb_9_2,RDT3,2021-02-26,26Feb,26-02-24,09:21,2,1373,,23,129,44,Silent,before,0,
RDT3_26Feb_10_3,RDT3,2021-02-26,26Feb,26-02-24,10:44,3,1374,,23,130,11,Bird,before,NA,
RDT3_26Feb_10_3,RDT3,2021-02-26,26Feb,26-02-24,10:44,3,1375,,23,130,11,Bird,before,0.111111111,
RDT3_26Feb_10_3,RDT3,2021-02-26,26Feb,26-02-24,10:44,3,1376,,23,130,11,Bird,before,0,
RDT3_26Feb_16_5,RDT3,2021-02-26,26Feb,26-02-24,16:32,2,1377,,23,131,24,Dog,before,0.379310345,
RDT3_26Feb_16_5,RDT3,2021-02-26,26Feb,26-02-24,16:32,2,1378,,23,131,24,Dog,before,0.379310345,
RDT3_26Feb_17_1,RDT3,2021-02-26,26Feb,26-02-24,17:22,2,1379,,23,132,25,Dog,before,0.081081081,
RDT3_26Feb_21_5,RDT3,2021-02-26,26Feb,26-02-24,21:55,3,1380,,23,133,14,Roedeer,before,0,
RDT3_26Feb_21_5,RDT3,2021-02-26,26Feb,26-02-24,21:55,3,1381,,23,133,14,Roedeer,before,0,
RDT3_26Feb_21_5,RDT3,2021-02-26,26Feb,26-02-24,21:55,3,1382,,23,133,14,Roedeer,before,0,
RDT3_26Feb_22_1,RDT3,2021-02-26,26Feb,26-02-24,22:11,2,1383,,23,134,26,Dog,before,0.428571429,
RDT3_26Feb_22_1,RDT3,2021-02-26,26Feb,26-02-24,22:11,2,1384,,23,134,26,Dog,before,0,
RDT3_27Feb_1_1,RDT3,2021-02-27,27Feb,27-02-24,01:58,2,1385,,24,135,27,Human,before,0.111111111,
RDT3_27Feb_1_1,RDT3,2021-02-27,27Feb,27-02-24,01:58,2,1386,,24,135,27,Human,before,0,
RDT3_27Feb_2_1,RDT3,2021-02-27,27Feb,27-02-24,02:09,2,1387,,24,136,27,Dog,before,0.739130435,
RDT3_27Feb_2_1,RDT3,2021-02-27,27Feb,27-02-24,02:09,2,1388,,24,136,27,Dog,before,0,
RDT3_27Feb_2_2,RDT3,2021-02-27,27Feb,27-02-24,02:15,2,1389,,24,137,45,Silent,before,0.290322581,
RDT3_27Feb_2_2,RDT3,2021-02-27,27Feb,27-02-24,02:15,2,1390,,24,137,45,Silent,before,NA,
RDT3_27Feb_8_1,RDT3,2021-02-27,27Feb,27-02-24,08:40,2,1391,,24,138,12,Bird,before,0,
RDT3_27Feb_8_1,RDT3,2021-02-27,27Feb,27-02-24,08:40,2,1392,,24,138,12,Bird,before,0,
RDT3_27Feb_15_1,RDT3,2021-02-27,27Feb,27-02-24,15:40,2,1393,,24,139,14,Novel,before,0,
RDT3_27Feb_15_1,RDT3,2021-02-27,27Feb,27-02-24,15:40,2,1394,,24,139,14,Novel,before,0,
RDT3_27Feb_15_2,RDT3,2021-02-27,27Feb,27-02-24,15:47,2,1395,,24,140,46,Silent,before,1,
RDT3_27Feb_15_2,RDT3,2021-02-27,27Feb,27-02-24,15:47,2,1396,,24,140,4,Silent,before,1,
RDT3_27Feb_16_1,RDT3,2021-02-27,27Feb,27-02-24,16:05,2,1397,,24,141,28,Human,before,0,
RDT3_27Feb_16_1,RDT3,2021-02-27,27Feb,27-02-24,16:05,2,1398,,24,141,28,Human,before,0,
RDT3_28Feb_0_1,RDT3,2021-02-28,28Feb,28-02-24,00:33,3,1399,,25,142,15,Roedeer,before,0,
RDT3_28Feb_0_1,RDT3,2021-02-28,28Feb,28-02-24,00:33,3,1400,,25,142,15,Roedeer,before,0,
RDT3_28Feb_0_1,RDT3,2021-02-28,28Feb,28-02-24,00:33,3,1401,,25,142,15,Roedeer,before,0,
RDT3_28Feb_0_2,RDT3,2021-02-28,28Feb,28-02-24,00:39,3,1402,,25,143,47,Silent,before,0,
RDT3_28Feb_0_2,RDT3,2021-02-28,28Feb,28-02-24,00:39,3,1403,,25,143,47,Silent,before,0.212121212,
RDT3_28Feb_0_2,RDT3,2021-02-28,28Feb,28-02-24,00:39,3,1404,,25,143,47,Silent,before,0,
RDT3_28Feb_0_3,RDT3,2021-02-28,28Feb,28-02-24,00:46,3,1405,,25,144,15,Novel,before,0,
RDT3_28Feb_0_3,RDT3,2021-02-28,28Feb,28-02-24,00:46,3,1406,,25,144,15,Novel,before,0,
RDT3_28Feb_0_3,RDT3,2021-02-28,28Feb,28-02-24,00:46,3,1407,,25,144,15,Novel,before,0,
RDT3_28Feb_1_3,RDT3,2021-02-28,28Feb,28-02-24,01:19,3,1408,,25,145,28,Dog,before,0,
RDT3_28Feb_1_3,RDT3,2021-02-28,28Feb,28-02-24,01:19,3,1409,,25,145,28,Dog,before,0,
RDT3_28Feb_1_3,RDT3,2021-02-28,28Feb,28-02-24,01:19,3,1410,,25,145,28,Dog,before,0,
RDT3_28Feb_1_4,RDT3,2021-02-28,28Feb,28-02-24,01:26,2,1411,,25,146,48,Silent,before,0.090909091,
RDT3_28Feb_1_4,RDT3,2021-02-28,28Feb,28-02-24,01:26,2,1412,,25,146,48,Silent,before,0.538461538,
RDT3_28Feb_1_5,RDT3,2021-02-28,28Feb,28-02-24,01:47,3,1413,,25,147,13,Bird,before,0,
RDT3_28Feb_1_5,RDT3,2021-02-28,28Feb,28-02-24,01:47,3,1414,,25,147,13,Bird,before,0,
RDT3_28Feb_1_5,RDT3,2021-02-28,28Feb,28-02-24,01:47,3,1415,,25,147,13,Bird,before,0,
RDT3_28Feb_1_6,RDT3,2021-02-28,28Feb,28-02-24,01:53,2,1416,,25,148,49,Silent,before,1,
RDT3_28Feb_1_6,RDT3,2021-02-28,28Feb,28-02-24,01:53,2,1417,,25,148,49,Silent,before,0,
RDT3_28Feb_6_1,RDT3,2021-02-28,28Feb,28-02-24,06:15,2,1418,,25,149,29,Human,before,0,
RDT3_28Feb_6_1,RDT3,2021-02-28,28Feb,28-02-24,06:15,2,1419,,25,149,29,Human,before,0,
RDT3_28Feb_7_4,RDT3,2021-02-28,28Feb,28-02-24,07:37,2,1420,,25,150,50,Silent,before,0.176470588,
RDT3_28Feb_7_4,RDT3,2021-02-28,28Feb,28-02-24,07:37,2,1421,,25,150,50,Silent,before,0,
RDT3_28Feb_7_5,RDT3,2021-02-28,28Feb,28-02-24,07:52,1,1422,,25,151,14,Bird,before,0.379310345,
RDT3_28Feb_8_1,RDT3,2021-02-28,28Feb,28-02-24,08:04,1,1423,,25,152,15,Bird,before,0.6,
RDT3_28Feb_8_2,RDT3,2021-02-28,28Feb,28-02-24,08:11,1,1424,,25,153,51,Silent,before,0,
RDT3_28Feb_11_1,RDT3,2021-02-28,28Feb,28-02-24,11:09,1,1425,,25,154,30,Human,before,0.212121212,
RDT3_01Mar_6_1,RDT3,2021-03-01,01Mar,01-03-24,06:45,1,1426,,26,155,31,Human,before,0,
RDT3_01Mar_8_1,RDT3,2021-03-01,01Mar,01-03-24,08:04,3,1427,,26,156,16,Bird,before,0.823529412,
RDT3_01Mar_8_1,RDT3,2021-03-01,01Mar,01-03-24,08:04,3,1428,,26,156,16,Bird,before,0,
RDT3_01Mar_8_1,RDT3,2021-03-01,01Mar,01-03-24,08:04,3,1429,,26,156,16,Bird,before,0,
RDT3_01Mar_8_5,RDT3,2021-03-01,01Mar,01-03-24,08:33,3,1430,,26,157,16,Novel,before,0,
RDT3_01Mar_8_5,RDT3,2021-03-01,01Mar,01-03-24,08:33,3,1431,,26,157,16,Novel,before,0,
RDT3_01Mar_8_5,RDT3,2021-03-01,01Mar,01-03-24,08:33,3,1432,,26,157,16,Novel,before,0,
RDT3_01Mar_8_6,RDT3,2021-03-01,01Mar,01-03-24,08:40,3,1433,,26,158,52,Silent,before,0,
RDT3_01Mar_8_6,RDT3,2021-03-01,01Mar,01-03-24,08:40,3,1434,,26,158,52,Silent,before,0,
RDT3_01Mar_8_6,RDT3,2021-03-01,01Mar,01-03-24,08:40,3,1435,,26,158,52,Silent,before,0,
RDT3_01Mar_8_7,RDT3,2021-03-01,01Mar,01-03-24,08:46,2,1436,,26,159,29,Dog,before,0,
RDT3_01Mar_8_7,RDT3,2021-03-01,01Mar,01-03-24,08:46,2,1437,,26,159,29,Dog,before,0,
RDT3_01Mar_9_1,RDT3,2021-03-01,01Mar,01-03-24,09:03,3,1438,,26,160,16,Roedeer,before,0,
RDT3_01Mar_9_1,RDT3,2021-03-01,01Mar,01-03-24,09:03,3,1439,,26,160,16,Roedeer,before,0,
RDT3_01Mar_9_1,RDT3,2021-03-01,01Mar,01-03-24,09:03,3,1440,,26,160,16,Roedeer,before,0,
RDT3_01Mar_13_3,RDT3,2021-03-01,01Mar,01-03-24,13:17,1,1441,,26,161,32,Human,before,0.081081081,
RDT3_01Mar_13_4,RDT3,2021-03-01,01Mar,01-03-24,13:24,2,1442,,26,162,53,Silent,before,NA,
RDT3_01Mar_13_4,RDT3,2021-03-01,01Mar,01-03-24,13:24,2,1443,,26,162,53,Silent,before,0.081081081,
RDT3_01Mar_16_2,RDT3,2021-03-01,01Mar,01-03-24,16:38,3,1444,,26,163,54,Silent,before,0,
RDT3_01Mar_16_2,RDT3,2021-03-01,01Mar,01-03-24,16:38,3,1445,,26,163,54,Silent,before,0,
RDT3_01Mar_16_2,RDT3,2021-03-01,01Mar,01-03-24,16:38,3,1446,,26,163,54,Silent,before,0,
RDT3_01Mar_16_3,RDT3,2021-03-01,01Mar,01-03-24,16:45,3,1447,,26,164,17,Novel,before,0.7,
RDT3_01Mar_16_3,RDT3,2021-03-01,01Mar,01-03-24,16:45,3,1448,,26,164,17,Novel,before,0,
RDT3_01Mar_16_3,RDT3,2021-03-01,01Mar,01-03-24,16:45,3,1449,,26,164,17,Novel,before,0.147058824,
RDT3_01Mar_18_1,RDT3,2021-03-01,01Mar,01-03-24,18:23,1,1450,,26,165,17,Bird,before,0.290322581,
RDT3_01Mar_18_2,RDT3,2021-03-01,01Mar,01-03-24,18:31,1,1451,,26,166,55,Silent,before,0.333333333,
RDT3_01Mar_21_1,RDT3,2021-03-01,01Mar,01-03-24,21:55,3,1452,,26,167,33,Human,before,0,
RDT3_01Mar_21_1,RDT3,2021-03-01,01Mar,01-03-24,21:55,3,1453,,26,167,33,Human,before,0,
RDT3_01Mar_21_1,RDT3,2021-03-01,01Mar,01-03-24,21:55,3,1454,,26,167,33,Human,before,0,
RDT3_01Mar_22_1,RDT3,2021-03-01,01Mar,01-03-24,22:02,2,1455,,26,168,30,Dog,before,0.379310345,
RDT3_01Mar_22_1,RDT3,2021-03-01,01Mar,01-03-24,22:02,2,1456,,26,168,30,Dog,before,NA,
RDT3_02Mar_4_1,RDT3,2021-03-02,02Mar,02-03-24,04:02,2,1457,,27,169,17,Roedeer,before,0,
RDT3_02Mar_4_1,RDT3,2021-03-02,02Mar,02-03-24,04:02,2,1458,,27,169,17,Roedeer,before,0.379310345,
RDT3_02Mar_4_2,RDT3,2021-03-02,02Mar,02-03-24,04:09,1,1459,,27,170,56,Silent,before,1,
RDT3_02Mar_7_1,RDT3,2021-03-02,02Mar,02-03-24,07:57,1,1460,,27,171,31,Dog,before,0.111111111,
RDT3_02Mar_8_1,RDT3,2021-03-02,02Mar,02-03-24,08:08,1,1461,,27,172,18,Bird,before,0,
RDT3_02Mar_8_3,RDT3,2021-03-02,02Mar,02-03-24,08:21,3,1462,,27,173,34,Human,before,0,
RDT3_02Mar_8_3,RDT3,2021-03-02,02Mar,02-03-24,08:21,3,1463,,27,173,34,Human,before,0,
RDT3_02Mar_8_3,RDT3,2021-03-02,02Mar,02-03-24,08:21,3,1464,,27,173,34,Human,before,0,
RDT3_02Mar_8_4,RDT3,2021-03-02,02Mar,02-03-24,08:28,3,1465,,27,174,57,Silent,before,0,
RDT3_02Mar_8_4,RDT3,2021-03-02,02Mar,02-03-24,08:28,3,1466,,27,174,57,Silent,before,0,
RDT3_02Mar_8_4,RDT3,2021-03-02,02Mar,02-03-24,08:28,3,1467,,27,174,57,Silent,before,0,
RDT3_02Mar_15_1,RDT3,2021-03-02,02Mar,02-03-24,15:55,2,1468,,27,175,18,Novel,before,0.6,
RDT3_02Mar_15_1,RDT3,2021-03-02,02Mar,02-03-24,15:55,2,1469,,27,175,18,Novel,before,0,
RDT3_02Mar_23_1,RDT3,2021-03-02,02Mar,02-03-24,23:41,3,1470,,27,176,19,Bird,before,0,
RDT3_02Mar_23_1,RDT3,2021-03-02,02Mar,02-03-24,23:41,3,1471,,27,176,19,Bird,before,0,
RDT3_02Mar_23_1,RDT3,2021-03-02,02Mar,02-03-24,23:41,3,1472,,27,176,19,Bird,before,0.081081081,
RDT3_02Mar_23_2,RDT3,2021-03-02,02Mar,02-03-24,23:47,2,1473,,27,177,58,Silent,before,0,
RDT3_02Mar_23_2,RDT3,2021-03-02,02Mar,02-03-24,23:47,2,1474,,27,177,58,Silent,before,0,
RDT3_03Mar_3_1,RDT3,2021-03-03,03Mar,03-03-24,03:57,1,1475,,28,178,20,Bird,before,0,
RDT3_03Mar_4_1,RDT3,2021-03-03,03Mar,03-03-24,04:03,1,1476,,28,179,18,Roedeer,before,0,
RDT3_03Mar_7_1,RDT3,2021-03-03,03Mar,03-03-24,07:16,2,1477,,28,180,32,Dog,before,0,
RDT3_03Mar_7_1,RDT3,2021-03-03,03Mar,03-03-24,07:16,2,1478,,28,180,32,Dog,before,0,
RDT3_03Mar_7_2,RDT3,2021-03-03,03Mar,03-03-24,07:23,2,1479,,28,181,59,Silent,before,0.481481481,
RDT3_03Mar_7_2,RDT3,2021-03-03,03Mar,03-03-24,07:23,2,1480,,28,181,59,Silent,before,0,
RDT3_03Mar_16_1,RDT3,2021-03-03,03Mar,03-03-24,16:21,3,1481,,28,182,35,Human,before,1,
RDT3_03Mar_16_1,RDT3,2021-03-03,03Mar,03-03-24,16:21,3,1482,,28,182,35,Human,before,1,
RDT3_03Mar_16_1,RDT3,2021-03-03,03Mar,03-03-24,16:21,3,1483,,28,182,35,Human,before,1,
RDT3_03Mar_16_3,RDT3,2021-03-03,03Mar,03-03-24,16:34,2,1484,,28,183,19,Novel,before,0,
RDT3_03Mar_16_3,RDT3,2021-03-03,03Mar,03-03-24,16:34,2,1485,,28,183,19,Novel,before,0.290322581,
RDT3_04Mar_0_1,RDT3,2021-03-04,04Mar,04-03-24,00:25,3,1486,,29,184,19,Roedeer,before,0,
RDT3_04Mar_0_1,RDT3,2021-03-04,04Mar,04-03-24,00:25,3,1487,,29,184,19,Roedeer,before,0.538461538,
RDT3_04Mar_0_1,RDT3,2021-03-04,04Mar,04-03-24,00:25,3,1488,,29,184,19,Roedeer,before,0,
RDT3_04Mar_0_2,RDT3,2021-03-04,04Mar,04-03-24,00:34,3,1489,,29,185,60,Silent,before,0,
RDT3_04Mar_0_2,RDT3,2021-03-04,04Mar,04-03-24,00:34,3,1490,,29,185,60,Silent,before,0,
RDT3_04Mar_0_2,RDT3,2021-03-04,04Mar,04-03-24,00:34,3,1491,,29,185,60,Silent,before,0,
RDT3_04Mar_7_1,RDT3,2021-03-04,04Mar,04-03-24,07:42,1,1492,,29,186,33,Dog,before,0.32,
RDT3_04Mar_8_1,RDT3,2021-03-04,04Mar,04-03-24,08:05,1,1493,,29,187,21,Bird,before,0,
RDT3_10Feb_0_1,RDT3,2021-02-10,10Feb,10-02-24,00:19,1,1114,,7,1,1,Roedeer,during,NA,
RDT3_10Feb_16_1,RDT3,2021-02-10,10Feb,10-02-24,16:29,3,1115,,7,2,1,Human,during,0.642857143,
RDT3_10Feb_16_1,RDT3,2021-02-10,10Feb,10-02-24,16:29,3,1116,,7,2,1,Human,during,0.25,
RDT3_10Feb_16_1,RDT3,2021-02-10,10Feb,10-02-24,16:29,3,1117,,7,2,1,Human,during,0,
RDT3_10Feb_19_3,RDT3,2021-02-10,10Feb,10-02-24,19:27,3,1118,,7,3,2,Human,during,0.333333333,
RDT3_10Feb_19_3,RDT3,2021-02-10,10Feb,10-02-24,19:27,3,1119,,7,3,2,Human,during,0.125,
RDT3_10Feb_19_3,RDT3,2021-02-10,10Feb,10-02-24,19:27,3,1120,,7,3,2,Human,during,0.45,
RDT3_11Feb_8_1,RDT3,2021-02-11,11Feb,11-02-24,08:25,2,1121,,8,4,1,Bird,during,0,
RDT3_11Feb_8_1,RDT3,2021-02-11,11Feb,11-02-24,08:25,2,1122,,8,4,1,Bird,during,0,
RDT3_11Feb_8_2,RDT3,2021-02-11,11Feb,11-02-24,08:32,3,1123,,8,5,1,Silent,during,0,
RDT3_11Feb_8_2,RDT3,2021-02-11,11Feb,11-02-24,08:32,3,1124,,8,5,1,Silent,during,0,
RDT3_11Feb_8_2,RDT3,2021-02-11,11Feb,11-02-24,08:32,3,1125,,8,5,1,Silent,during,0,
RDT3_11Feb_8_3,RDT3,2021-02-11,11Feb,11-02-24,08:44,3,1126,,8,6,2,Silent,during,0,
RDT3_11Feb_8_3,RDT3,2021-02-11,11Feb,11-02-24,08:44,3,1127,,8,6,2,Silent,during,0,
RDT3_11Feb_8_3,RDT3,2021-02-11,11Feb,11-02-24,08:44,3,1128,,8,6,2,Silent,during,0,
RDT3_11Feb_8_5,RDT3,2021-02-11,11Feb,11-02-24,08:57,3,1129,,8,7,1,Novel,during,0.7,
RDT3_11Feb_8_5,RDT3,2021-02-11,11Feb,11-02-24,08:57,3,1130,,8,7,1,Novel,during,0.181818182,
RDT3_11Feb_8_5,RDT3,2021-02-11,11Feb,11-02-24,08:57,3,1131,,8,7,1,Novel,during,0.2,
RDT3_11Feb_13_1,RDT3,2021-02-11,11Feb,11-02-24,13:03,2,1132,,8,8,2,Bird,during,0,
