event_ID,site,video_date,Visit_Date,Visit_Date,time,number_individuals,individual,individual_ID,trial_day,event_number,activation_number,sound_stimuli,period,proportion_vis,
RDT4_12Feb_17_2,RDT4,2021-02-12,12Feb,12-02-24,17:11,5,1652,,9,88,24,Silent,after,0,
RDT4_12Feb_17_3,RDT4,2021-02-12,12Feb,12-02-24,17:18,3,1653,,9,89,9,Roedeer,after,0.7,
RDT4_12Feb_17_3,RDT4,2021-02-12,12Feb,12-02-24,17:18,3,1654,,9,89,9,Roedeer,after,NA,
RDT4_12Feb_17_3,RDT4,2021-02-12,12Feb,12-02-24,17:18,3,1655,,9,89,9,Roedeer,after,0.6,
RDT4_12Feb_19_1,RDT4,2021-02-12,12Feb,12-02-24,19:37,1,1656,,9,90,13,Novel,after,NA,
RDT4_12Feb_20_1,RDT4,2021-02-12,12Feb,12-02-24,20:29,2,1657,,9,91,18,Human,after,0.35,
RDT4_12Feb_20_1,RDT4,2021-02-12,12Feb,12-02-24,20:29,2,1658,,9,91,18,Human,after,0,
RDT4_12Feb_20_2,RDT4,2021-02-12,12Feb,12-02-24,20:39,2,1659,,9,92,25,Silent,after,NA,
RDT4_12Feb_20_2,RDT4,2021-02-12,12Feb,12-02-24,20:39,2,1660,,9,92,25,Silent,after,0,
RDT4_12Feb_20_3,RDT4,2021-02-12,12Feb,12-02-24,20:46,3,1661,,9,93,9,Bird,after,0.65,
RDT4_12Feb_20_3,RDT4,2021-02-12,12Feb,12-02-24,20:46,3,1662,,9,93,9,Bird,after,0.35,
RDT4_12Feb_20_3,RDT4,2021-02-12,12Feb,12-02-24,20:46,3,1663,,9,93,9,Bird,after,0,
RDT4_12Feb_20_4,RDT4,2021-02-12,12Feb,12-02-24,20:52,4,1664,,9,94,26,Silent,after,0,
RDT4_12Feb_20_4,RDT4,2021-02-12,12Feb,12-02-24,20:52,4,1665,,9,94,26,Silent,after,NA,
RDT4_12Feb_20_4,RDT4,2021-02-12,12Feb,12-02-24,20:52,4,1666,,9,94,26,Silent,after,NA,
RDT4_12Feb_20_4,RDT4,2021-02-12,12Feb,12-02-24,20:52,4,1667,,9,94,26,Silent,after,0,
RDT4_12Feb_20_5,RDT4,2021-02-12,12Feb,12-02-24,20:59,2,1668,,9,95,10,Roedeer,after,0,
RDT4_12Feb_20_5,RDT4,2021-02-12,12Feb,12-02-24,20:59,2,1669,,9,95,10,Roedeer,after,0,
RDT4_12Feb_21_1,RDT4,2021-02-12,12Feb,12-02-24,21:06,2,1670,,9,96,19,Human,after,0.3,
RDT4_12Feb_21_1,RDT4,2021-02-12,12Feb,12-02-24,21:06,2,1671,,9,96,19,Human,after,NA,
RDT4_12Feb_21_2,RDT4,2021-02-12,12Feb,12-02-24,21:57,2,1672,,9,97,20,Dog,after,0,
RDT4_12Feb_21_2,RDT4,2021-02-12,12Feb,12-02-24,21:57,2,1673,,9,97,20,Dog,after,0,
RDT4_12Feb_23_1,RDT4,2021-02-12,12Feb,12-02-24,23:03,2,1674,,9,98,10,Bird,after,0,
RDT4_12Feb_23_1,RDT4,2021-02-12,12Feb,12-02-24,23:03,2,1675,,9,98,10,Bird,after,0,
RDT4_12Feb_23_2,RDT4,2021-02-12,12Feb,12-02-24,23:10,3,1676,,9,99,27,Silent,after,0,
RDT4_12Feb_23_2,RDT4,2021-02-12,12Feb,12-02-24,23:10,3,1677,,9,99,27,Silent,after,0,
RDT4_12Feb_23_2,RDT4,2021-02-12,12Feb,12-02-24,23:10,3,1678,,9,99,27,Silent,after,0.55,
RDT4_13Feb_0_1,RDT4,2021-02-13,13Feb,13-02-24,00:00,1,1679,,10,100,11,Roedeer,after,0.4,
RDT4_13Feb_0_2,RDT4,2021-02-13,13Feb,13-02-24,00:20,2,1680,,10,101,28,Silent,after,0,
RDT4_13Feb_0_2,RDT4,2021-02-13,13Feb,13-02-24,00:20,2,1681,,10,101,28,Silent,after,0,
RDT4_13Feb_0_3,RDT4,2021-02-13,13Feb,13-02-24,00:27,1,1682,,10,102,14,Novel,after,0,
RDT4_13Feb_4_1,RDT4,2021-02-13,13Feb,13-02-24,04:03,1,1683,,10,103,12,Roedeer,after,0,
RDT4_13Feb_4_2,RDT4,2021-02-13,13Feb,13-02-24,04:10,1,1684,,10,104,29,Silent,after,0,
RDT4_13Feb_4_3,RDT4,2021-02-13,13Feb,13-02-24,04:22,1,1685,,10,105,15,Novel,after,NA,
RDT4_13Feb_4_4,RDT4,2021-02-13,13Feb,13-02-24,04:35,2,1686,,10,106,30,Silent,after,NA,
RDT4_13Feb_4_4,RDT4,2021-02-13,13Feb,13-02-24,04:35,2,1687,,10,106,30,Silent,after,0,
RDT4_13Feb_4_5,RDT4,2021-02-13,13Feb,13-02-24,04:46,1,1688,,10,107,11,Bird,after,NA,
RDT4_13Feb_5_1,RDT4,2021-02-13,13Feb,13-02-24,05:37,1,1689,,10,108,31,Silent,after,0,
RDT4_13Feb_5_2,RDT4,2021-02-13,13Feb,13-02-24,05:55,1,1690,,10,109,32,Silent,after,0,
RDT4_13Feb_6_1,RDT4,2021-02-13,13Feb,13-02-24,06:04,1,1691,,10,110,20,Human,after,NA,
RDT4_13Feb_9_1,RDT4,2021-02-13,13Feb,13-02-24,09:09,2,1692,,10,111,13,Roedeer,after,0,
RDT4_13Feb_9_1,RDT4,2021-02-13,13Feb,13-02-24,09:09,2,1693,,10,111,13,Roedeer,after,0,
RDT4_13Feb_9_2,RDT4,2021-02-13,13Feb,13-02-24,09:37,2,1694,,10,112,33,Silent,after,0,
RDT4_13Feb_9_2,RDT4,2021-02-13,13Feb,13-02-24,09:37,2,1695,,10,112,33,Silent,after,0,
RDT4_13Feb_9_3,RDT4,2021-02-13,13Feb,13-02-24,09:51,1,1696,,10,113,21,Dog,after,NA,
RDT4_13Feb_16_1,RDT4,2021-02-13,13Feb,13-02-24,16:40,2,1697,,10,114,21,Human,after,0,
RDT4_13Feb_16_1,RDT4,2021-02-13,13Feb,13-02-24,16:40,2,1698,,10,114,21,Human,after,0,
RDT4_13Feb_16_2,RDT4,2021-02-13,13Feb,13-02-24,16:47,3,1699,,10,115,34,Silent,after,0,
RDT4_13Feb_16_2,RDT4,2021-02-13,13Feb,13-02-24,16:47,3,1700,,10,115,34,Silent,after,NA,
RDT4_13Feb_16_2,RDT4,2021-02-13,13Feb,13-02-24,16:47,3,1701,,10,115,34,Silent,after,0,
RDT4_13Feb_17_1,RDT4,2021-02-13,13Feb,13-02-24,17:28,2,1702,,10,116,35,Silent,after,0,
RDT4_13Feb_17_1,RDT4,2021-02-13,13Feb,13-02-24,17:28,2,1703,,10,116,35,Silent,after,0,
RDT4_13Feb_17_2,RDT4,2021-02-13,13Feb,13-02-24,17:36,2,1704,,10,117,22,Human,after,NA,
RDT4_13Feb_17_2,RDT4,2021-02-13,13Feb,13-02-24,17:36,2,1705,,10,117,22,Human,after,NA,
RDT4_13Feb_18_1,RDT4,2021-02-13,13Feb,13-02-24,18:30,1,1706,,10,118,12,Bird,after,0,
RDT4_13Feb_19_1,RDT4,2021-02-13,13Feb,13-02-24,19:49,1,1707,,10,119,14,Roedeer,after,0,
RDT4_13Feb_21_1,RDT4,2021-02-13,13Feb,13-02-24,21:03,2,1708,,10,120,23,Human,after,0,
RDT4_13Feb_21_1,RDT4,2021-02-13,13Feb,13-02-24,21:03,2,1709,,10,120,23,Human,after,0,
RDT4_13Feb_21_2,RDT4,2021-02-13,13Feb,13-02-24,21:13,1,1710,,10,121,36,Silent,after,0,
RDT4_13Feb_21_3,RDT4,2021-02-13,13Feb,13-02-24,21:23,2,1711,,10,122,22,Dog,after,NA,
RDT4_13Feb_21_3,RDT4,2021-02-13,13Feb,13-02-24,21:23,2,1712,,10,122,22,Dog,after,0,
RDT4_13Feb_21_4,RDT4,2021-02-13,13Feb,13-02-24,21:30,3,1713,,10,123,37,Silent,after,0,
RDT4_13Feb_21_4,RDT4,2021-02-13,13Feb,13-02-24,21:30,3,1714,,10,123,37,Silent,after,0,
RDT4_13Feb_21_4,RDT4,2021-02-13,13Feb,13-02-24,21:30,3,1715,,10,123,37,Silent,after,0,
RDT4_13Feb_21_5,RDT4,2021-02-13,13Feb,13-02-24,21:47,1,1716,,10,124,15,Roedeer,after,0,
RDT4_13Feb_21_6,RDT4,2021-02-13,13Feb,13-02-24,21:57,2,1717,,10,125,38,Silent,after,NA,
RDT4_13Feb_21_6,RDT4,2021-02-13,13Feb,13-02-24,21:57,2,1718,,10,125,38,Silent,after,NA,
RDT4_14Feb_8_1,RDT4,2021-02-14,14Feb,14-02-24,08:25,2,1719,,11,126,24,Human,after,0,
RDT4_14Feb_8_1,RDT4,2021-02-14,14Feb,14-02-24,08:25,2,1720,,11,126,24,Human,after,0,
RDT4_14Feb_17_1,RDT4,2021-02-14,14Feb,14-02-24,17:11,1,1721,,11,127,23,Dog,after,NA,
RDT4_14Feb_18_1,RDT4,2021-02-14,14Feb,14-02-24,18:00,2,1722,,11,128,13,Bird,after,0,
RDT4_14Feb_18_1,RDT4,2021-02-14,14Feb,14-02-24,18:00,2,1723,,11,128,13,Bird,after,0,
RDT4_14Feb_18_2,RDT4,2021-02-14,14Feb,14-02-24,18:16,1,1724,,11,129,39,Silent,after,NA,
RDT5_04Feb_16_1,RDT5,2021-02-04,04Feb,04-02-24,16:18,4,1725,L31,1,1,1,Human,before,0,
RDT5_04Feb_16_1,RDT5,2021-02-04,04Feb,04-02-24,16:18,4,1726,,1,1,1,Human,before,0,
RDT5_04Feb_16_1,RDT5,2021-02-04,04Feb,04-02-24,16:18,4,1727,,1,1,1,Human,before,0,
RDT5_04Feb_16_1,RDT5,2021-02-04,04Feb,04-02-24,16:18,4,1728,,1,1,1,Human,before,0,
RDT5_04Feb_17_1,RDT5,2021-02-04,04Feb,04-02-24,17:35,2,1729,,1,2,1,Dog,before,0,
RDT5_04Feb_17_1,RDT5,2021-02-04,04Feb,04-02-24,17:35,2,1730,,1,2,1,Dog,before,0,
RDT5_04Feb_17_1,RDT5,2021-02-04,04Feb,04-02-24,17:58,1,1731,,1,2,1,Silent,before,0,
RDT5_04Feb_20_1,RDT5,2021-02-04,04Feb,04-02-24,20:50,3,1732,,1,3,1,Novel,before,0,
RDT5_04Feb_20_1,RDT5,2021-02-04,04Feb,04-02-24,20:50,3,1733,,1,3,1,Novel,before,0,
RDT5_04Feb_21_1,RDT5,2021-02-04,04Feb,04-02-24,21:01,1,1734,,1,4,2,Human,before,0,
RDT5_04Feb_21_2,RDT5,2021-02-04,04Feb,04-02-24,21:34,2,1735,,1,5,2,Silent,before,0,
RDT5_04Feb_21_2,RDT5,2021-02-04,04Feb,04-02-24,21:34,2,1736,,1,5,2,Silent,before,0,
RDT5_04Feb_22_1,RDT5,2021-02-04,04Feb,04-02-24,22:02,1,1737,,1,6,2,Dog,before,0,
RDT5_05Feb_0_1,RDT5,2021-02-05,05Feb,05-02-24,00:55,3,1738,,2,7,1,Roedeer,before,0,
RDT5_05Feb_0_1,RDT5,2021-02-05,05Feb,05-02-24,00:55,3,1739,,2,7,1,Roedeer,before,0,
RDT5_05Feb_0_1,RDT5,2021-02-05,05Feb,05-02-24,00:55,3,1740,,2,7,1,Roedeer,before,0,
RDT5_05Feb_3_1,RDT5,2021-02-05,05Feb,05-02-24,03:16,3,1741,,2,8,1,Bird,before,0,
RDT5_05Feb_3_1,RDT5,2021-02-05,05Feb,05-02-24,03:16,3,1742,,2,8,1,Bird,before,0,
RDT5_05Feb_3_1,RDT5,2021-02-05,05Feb,05-02-24,03:16,3,1743,,2,8,1,Bird,before,0,
RDT5_05Feb_8_1,RDT5,2021-02-05,05Feb,05-02-24,08:08,1,1744,,2,9,2,Bird,before,0,
RDT5_05Feb_8_2,RDT5,2021-02-05,05Feb,05-02-24,08:14,3,1745,L31,2,10,3,Silent,before,0,
RDT5_05Feb_8_2,RDT5,2021-02-05,05Feb,05-02-24,08:14,3,1746,,2,10,3,Silent,before,0,
RDT5_05Feb_8_2,RDT5,2021-02-05,05Feb,05-02-24,08:14,3,1747,,2,10,3,Silent,before,0,
RDT5_05Feb_8_3,RDT5,2021-02-05,05Feb,05-02-24,08:21,3,1748,L31,2,11,3,Human,before,0,
RDT5_05Feb_8_3,RDT5,2021-02-05,05Feb,05-02-24,08:21,3,1749,,2,11,3,Human,before,0,
RDT5_05Feb_8_3,RDT5,2021-02-05,05Feb,05-02-24,08:21,3,1750,,2,11,3,Human,before,0,
RDT5_05Feb_15_1,RDT5,2021-02-05,05Feb,05-02-24,15:38,2,1751,,2,12,2,Novel,before,0,
RDT5_05Feb_15_1,RDT5,2021-02-05,05Feb,05-02-24,15:38,2,1752,,2,12,2,Novel,before,0,
RDT5_05Feb_16_1,RDT5,2021-02-05,05Feb,05-02-24,16:06,1,1753,,2,13,4,Human,before,0,
RDT5_05Feb_16_2,RDT5,2021-02-05,05Feb,05-02-24,16:24,3,1754,,2,14,4,Silent,before,0,
RDT5_05Feb_16_2,RDT5,2021-02-05,05Feb,05-02-24,16:24,3,1755,,2,14,4,Silent,before,0,
RDT5_05Feb_16_2,RDT5,2021-02-05,05Feb,05-02-24,16:24,3,1756,,2,14,4,Silent,before,0,
RDT5_05Feb_16_3,RDT5,2021-02-05,05Feb,05-02-24,16:32,2,1757,,2,15,3,Novel,before,0,
RDT5_05Feb_16_3,RDT5,2021-02-05,05Feb,05-02-24,16:32,2,1758,,2,15,3,Novel,before,0,
RDT5_05Feb_16_5,RDT5,2021-02-05,05Feb,05-02-24,16:55,2,1759,,2,16,3,Dog,before,0,
RDT5_05Feb_16_5,RDT5,2021-02-05,05Feb,05-02-24,16:55,2,1760,,2,16,3,Dog,before,0,
RDT5_05Feb_17_1,RDT5,2021-02-05,05Feb,05-02-24,17:06,2,1761,,2,17,4,Dog,before,0,
RDT5_05Feb_17_1,RDT5,2021-02-05,05Feb,05-02-24,17:06,2,1762,,2,17,4,Dog,before,0,
RDT5_05Feb_17_2,RDT5,2021-02-05,05Feb,05-02-24,17:21,2,1763,,2,18,5,Silent,before,0,
RDT5_05Feb_17_2,RDT5,2021-02-05,05Feb,05-02-24,17:21,2,1764,,2,18,5,Silent,before,0,
RDT5_05Feb_17_3,RDT5,2021-02-05,05Feb,05-02-24,17:40,5,1765,,2,19,5,Human,before,0,
RDT5_05Feb_17_3,RDT5,2021-02-05,05Feb,05-02-24,17:40,5,1766,,2,19,5,Human,before,0,
RDT5_05Feb_17_3,RDT5,2021-02-05,05Feb,05-02-24,17:40,5,1767,,2,19,5,Human,before,0,
RDT5_05Feb_17_3,RDT5,2021-02-05,05Feb,05-02-24,17:40,5,1768,,2,19,5,Human,before,0,
RDT5_05Feb_17_3,RDT5,2021-02-05,05Feb,05-02-24,17:40,5,1769,,2,19,5,Human,before,0,
RDT5_05Feb_19_1,RDT5,2021-02-05,05Feb,05-02-24,19:05,1,1770,,2,20,2,Roedeer,before,0,
RDT5_05Feb_19_2,RDT5,2021-02-05,05Feb,05-02-24,19:33,1,1771,,2,21,6,Silent,before,0,
RDT5_05Feb_19_3,RDT5,2021-02-05,05Feb,05-02-24,19:40,3,1772,,2,22,6,Human,before,0,
RDT5_05Feb_19_3,RDT5,2021-02-05,05Feb,05-02-24,19:40,3,1773,,2,22,6,Human,before,0,
RDT5_05Feb_19_3,RDT5,2021-02-05,05Feb,05-02-24,19:40,3,1774,,2,22,6,Human,before,0,
RDT5_05Feb_20_1,RDT5,2021-02-05,05Feb,05-02-24,20:33,1,1775,,2,23,4,Novel,before,0,
RDT5_05Feb_20_2,RDT5,2021-02-05,05Feb,05-02-24,20:59,1,1776,,2,24,7,Silent,before,0,
RDT5_05Feb_21_1,RDT5,2021-02-05,05Feb,05-02-24,21:30,3,1777,,2,25,7,Human,before,0,
RDT5_05Feb_21_1,RDT5,2021-02-05,05Feb,05-02-24,21:30,3,1778,,2,25,7,Human,before,0,
RDT5_05Feb_21_1,RDT5,2021-02-05,05Feb,05-02-24,21:30,3,1779,,2,25,7,Human,before,0,
RDT5_05Feb_22_1,RDT5,2021-02-05,05Feb,05-02-24,22:37,1,1780,,2,26,5,Dog,before,0,
RDT5_05Feb_23_1,RDT5,2021-02-05,05Feb,05-02-24,23:00,2,1781,,2,27,3,Bird,before,0,
RDT5_05Feb_23_1,RDT5,2021-02-05,05Feb,05-02-24,23:00,2,1782,,2,27,3,Bird,before,0,
RDT5_05Feb_23_2,RDT5,2021-02-05,05Feb,05-02-24,23:12,1,1783,,2,28,8,Silent,before,NA,
RDT5_05Feb_23_3,RDT5,2021-02-05,05Feb,05-02-24,23:18,2,1784,,2,29,6,Dog,before,0,
RDT5_05Feb_23_3,RDT5,2021-02-05,05Feb,05-02-24,23:18,2,1785,,2,29,6,Dog,before,0,
RDT5_06Feb_0_1,RDT5,2021-02-06,06Feb,06-02-24,00:52,2,1786,,3,30,3,Roedeer,before,0,
RDT5_06Feb_0_1,RDT5,2021-02-06,06Feb,06-02-24,00:52,2,1787,,3,30,3,Roedeer,before,NA,
RDT5_06Feb_1_1,RDT5,2021-02-06,06Feb,06-02-24,01:00,1,1788,,3,31,8,Human,before,0,
RDT5_06Feb_2_1,RDT5,2021-02-06,06Feb,06-02-24,02:57,2,1789,,3,32,7,Dog,before,0,
RDT5_06Feb_2_1,RDT5,2021-02-06,06Feb,06-02-24,02:57,2,1790,,3,32,7,Dog,before,0,
RDT5_06Feb_5_1,RDT5,2021-02-06,06Feb,06-02-24,05:05,4,1791,,3,33,5,Novel,before,0,
RDT5_06Feb_5_1,RDT5,2021-02-06,06Feb,06-02-24,05:05,4,1792,,3,33,5,Novel,before,0,
RDT5_06Feb_5_1,RDT5,2021-02-06,06Feb,06-02-24,05:05,4,1793,,3,33,5,Novel,before,0,
RDT5_06Feb_5_1,RDT5,2021-02-06,06Feb,06-02-24,05:05,4,1794,,3,33,5,Novel,before,NA,
RDT5_06Feb_5_2,RDT5,2021-02-06,06Feb,06-02-24,05:18,3,1795,,3,34,9,Silent,before,0,
RDT5_06Feb_5_2,RDT5,2021-02-06,06Feb,06-02-24,05:18,3,1796,,3,34,9,Silent,before,0,
RDT5_06Feb_5_2,RDT5,2021-02-06,06Feb,06-02-24,05:18,3,1797,,3,34,9,Silent,before,NA,
RDT5_06Feb_5_3,RDT5,2021-02-06,06Feb,06-02-24,05:24,3,1798,,3,35,8,Dog,before,0,
RDT5_06Feb_5_3,RDT5,2021-02-06,06Feb,06-02-24,05:24,3,1799,,3,35,8,Dog,before,0,
RDT5_06Feb_5_3,RDT5,2021-02-06,06Feb,06-02-24,05:24,3,1800,,3,35,8,Dog,before,0,
RDT5_06Feb_7_1,RDT5,2021-02-06,06Feb,06-02-24,07:43,2,1801,,3,36,9,Dog,before,0,
RDT5_06Feb_7_1,RDT5,2021-02-06,06Feb,06-02-24,07:43,2,1802,,3,36,9,Dog,before,0,
RDT5_06Feb_7_2,RDT5,2021-02-06,06Feb,06-02-24,07:50,1,1803,,3,37,10,Silent,before,0,
RDT5_06Feb_8_1,RDT5,2021-02-06,06Feb,06-02-24,08:30,4,1804,L31,3,38,4,Bird,before,0,
RDT5_06Feb_8_1,RDT5,2021-02-06,06Feb,06-02-24,08:30,4,1805,,3,38,4,Bird,before,0,
RDT5_06Feb_8_1,RDT5,2021-02-06,06Feb,06-02-24,08:30,4,1806,,3,38,4,Bird,before,0,
RDT5_06Feb_8_1,RDT5,2021-02-06,06Feb,06-02-24,08:30,4,1807,,3,38,4,Bird,before,0,
RDT5_06Feb_8_2,RDT5,2021-02-06,06Feb,06-02-24,08:40,2,1808,,3,39,11,Silent,before,0,
RDT5_06Feb_8_2,RDT5,2021-02-06,06Feb,06-02-24,08:40,2,1809,,3,39,11,Silent,before,0,
RDT5_06Feb_8_3,RDT5,2021-02-06,06Feb,06-02-24,08:46,1,1810,,3,40,9,Human,before,0,
RDT5_06Feb_10_1,RDT5,2021-02-06,06Feb,06-02-24,10:31,2,1811,,3,41,6,Novel,before,0,
RDT5_06Feb_10_1,RDT5,2021-02-06,06Feb,06-02-24,10:31,2,1812,,3,41,6,Novel,before,0,
RDT5_06Feb_11_1,RDT5,2021-02-06,06Feb,06-02-24,11:47,3,1813,,3,42,10,Human,before,0,
RDT5_06Feb_11_1,RDT5,2021-02-06,06Feb,06-02-24,11:47,3,1814,,3,42,10,Human,before,0,
RDT5_06Feb_11_1,RDT5,2021-02-06,06Feb,06-02-24,11:47,3,1815,,3,42,10,Human,before,0,
RDT5_06Feb_11_2,RDT5,2021-02-06,06Feb,06-02-24,11:54,4,1816,,3,43,12,Silent,before,0,
RDT5_06Feb_11_2,RDT5,2021-02-06,06Feb,06-02-24,11:54,4,1817,,3,43,12,Silent,before,0,
RDT5_06Feb_11_2,RDT5,2021-02-06,06Feb,06-02-24,11:54,4,1818,,3,43,12,Silent,before,0,
RDT5_06Feb_11_2,RDT5,2021-02-06,06Feb,06-02-24,11:54,4,1819,,3,43,12,Silent,before,0,
RDT5_06Feb_15_1,RDT5,2021-02-06,06Feb,06-02-24,15:54,4,1820,,3,44,7,Novel,before,0,
RDT5_06Feb_15_1,RDT5,2021-02-06,06Feb,06-02-24,15:54,4,1821,,3,44,7,Novel,before,0,
RDT5_06Feb_15_1,RDT5,2021-02-06,06Feb,06-02-24,15:54,4,1822,,3,44,7,Novel,before,0,
RDT5_06Feb_15_1,RDT5,2021-02-06,06Feb,06-02-24,15:54,4,1823,,3,44,7,Novel,before,0,
RDT5_06Feb_16_1,RDT5,2021-02-06,06Feb,06-02-24,16:02,4,1824,,3,45,11,Human,before,0,
RDT5_06Feb_16_1,RDT5,2021-02-06,06Feb,06-02-24,16:02,4,1825,,3,45,11,Human,before,0,
RDT5_06Feb_16_1,RDT5,2021-02-06,06Feb,06-02-24,16:02,4,1826,,3,45,11,Human,before,0,
RDT5_06Feb_16_1,RDT5,2021-02-06,06Feb,06-02-24,16:02,4,1827,,3,45,11,Human,before,0,
RDT5_06Feb_16_2,RDT5,2021-02-06,06Feb,06-02-24,16:27,4,1828,L31,3,46,13,Silent,before,0,
RDT5_06Feb_16_2,RDT5,2021-02-06,06Feb,06-02-24,16:27,4,1829,,3,46,13,Silent,before,0,
RDT5_06Feb_16_2,RDT5,2021-02-06,06Feb,06-02-24,16:27,4,1830,,3,46,13,Silent,before,0,
RDT5_06Feb_16_2,RDT5,2021-02-06,06Feb,06-02-24,16:27,4,1831,,3,46,13,Silent,before,0,
RDT5_06Feb_16_3,RDT5,2021-02-06,06Feb,06-02-24,16:33,4,1832,L31,3,47,8,Novel,before,0,
RDT5_06Feb_16_3,RDT5,2021-02-06,06Feb,06-02-24,16:33,4,1833,,3,47,8,Novel,before,0,
RDT5_06Feb_16_3,RDT5,2021-02-06,06Feb,06-02-24,16:33,4,1834,,3,47,8,Novel,before,0,
RDT5_06Feb_16_3,RDT5,2021-02-06,06Feb,06-02-24,16:33,4,1835,,3,47,8,Novel,before,0,
RDT5_06Feb_16_5,RDT5,2021-02-06,06Feb,06-02-24,16:54,2,1836,,3,48,10,Dog,before,0,
RDT5_06Feb_16_5,RDT5,2021-02-06,06Feb,06-02-24,16:54,2,1837,,3,48,10,Dog,before,0,
RDT5_06Feb_17_1,RDT5,2021-02-06,06Feb,06-02-24,17:03,1,1838,,3,49,11,Dog,before,0,
RDT5_06Feb_18_1,RDT5,2021-02-06,06Feb,06-02-24,18:06,1,1839,,3,50,5,Bird,before,0,
RDT5_06Feb_18_2,RDT5,2021-02-06,06Feb,06-02-24,18:14,1,1840,,3,51,14,Silent,before,0,
RDT5_06Feb_18_3,RDT5,2021-02-06,06Feb,06-02-24,18:23,2,1841,,3,52,9,Novel,before,0,
RDT5_06Feb_18_3,RDT5,2021-02-06,06Feb,06-02-24,18:23,2,1842,,3,52,9,Novel,before,0,
RDT5_06Feb_18_4,RDT5,2021-02-06,06Feb,06-02-24,18:49,1,1843,,3,53,4,Roedeer,before,0,
RDT5_06Feb_19_1,RDT5,2021-02-06,06Feb,06-02-24,19:19,1,1844,,3,54,5,Roedeer,before,0,
RDT5_06Feb_20_1,RDT5,2021-02-06,06Feb,06-02-24,20:07,3,1845,,3,55,10,Novel,before,0,
RDT5_06Feb_20_1,RDT5,2021-02-06,06Feb,06-02-24,20:07,3,1846,,3,55,10,Novel,before,0,
RDT5_06Feb_20_1,RDT5,2021-02-06,06Feb,06-02-24,20:07,3,1847,,3,55,10,Novel,before,0,
RDT5_06Feb_20_2,RDT5,2021-02-06,06Feb,06-02-24,20:52,6,1848,,3,56,15,Silent,before,0.5,
RDT5_06Feb_20_2,RDT5,2021-02-06,06Feb,06-02-24,20:52,6,1849,,3,56,15,Silent,before,0,
RDT5_06Feb_20_2,RDT5,2021-02-06,06Feb,06-02-24,20:52,6,1850,,3,56,15,Silent,before,0,
RDT5_06Feb_20_2,RDT5,2021-02-06,06Feb,06-02-24,20:52,6,1851,,3,56,15,Silent,before,0,
RDT5_06Feb_20_2,RDT5,2021-02-06,06Feb,06-02-24,20:52,6,1852,,3,56,15,Silent,before,0,
RDT5_06Feb_20_2,RDT5,2021-02-06,06Feb,06-02-24,20:52,6,1853,,3,56,15,Silent,before,0,
RDT5_06Feb_21_1,RDT5,2021-02-06,06Feb,06-02-24,21:02,2,1854,,3,57,12,Human,before,0,
RDT5_06Feb_21_1,RDT5,2021-02-06,06Feb,06-02-24,21:02,2,1855,,3,57,12,Human,before,0,
RDT5_06Feb_21_2,RDT5,2021-02-06,06Feb,06-02-24,21:17,1,1856,,3,58,16,Silent,before,0,
RDT5_06Feb_22_1,RDT5,2021-02-06,06Feb,06-02-24,22:17,1,1857,,3,59,12,Dog,before,0,
RDT5_06Feb_22_2,RDT5,2021-02-06,06Feb,06-02-24,22:40,3,1858,,3,60,17,Silent,before,0,
RDT5_06Feb_22_2,RDT5,2021-02-06,06Feb,06-02-24,22:40,3,1859,,3,60,17,Silent,before,0,
RDT5_06Feb_22_2,RDT5,2021-02-06,06Feb,06-02-24,22:40,3,1860,,3,60,17,Silent,before,0,
RDT5_06Feb_23_1,RDT5,2021-02-06,06Feb,06-02-24,23:27,3,1861,,3,61,6,Bird,before,0,
RDT5_06Feb_23_1,RDT5,2021-02-06,06Feb,06-02-24,23:27,3,1862,,3,61,6,Bird,before,0,
RDT5_06Feb_23_1,RDT5,2021-02-06,06Feb,06-02-24,23:27,3,1863,,3,61,6,Bird,before,NA,
RDT5_06Feb_23_2,RDT5,2021-02-06,06Feb,06-02-24,23:48,4,1864,,3,62,18,Silent,before,0,
RDT5_06Feb_23_2,RDT5,2021-02-06,06Feb,06-02-24,23:48,4,1865,,3,62,18,Silent,before,0,
RDT5_06Feb_23_2,RDT5,2021-02-06,06Feb,06-02-24,23:48,4,1866,,3,62,18,Silent,before,0,
RDT5_06Feb_23_2,RDT5,2021-02-06,06Feb,06-02-24,23:48,4,1867,,3,62,18,Silent,before,0,
RDT5_07Feb_0_1,RDT5,2021-02-07,07Feb,07-02-24,00:26,1,1868,,4,63,6,Roedeer,before,0,
RDT5_07Feb_0_2,RDT5,2021-02-07,07Feb,07-02-24,00:49,4,1869,,4,64,19,Silent,before,NA,
RDT5_07Feb_0_2,RDT5,2021-02-07,07Feb,07-02-24,00:49,4,1870,,4,64,19,Silent,before,0,
RDT5_07Feb_0_2,RDT5,2021-02-07,07Feb,07-02-24,00:49,4,1871,,4,64,19,Silent,before,0,
RDT5_07Feb_0_2,RDT5,2021-02-07,07Feb,07-02-24,00:49,4,1872,,4,64,19,Silent,before,0,
RDT5_07Feb_0_3,RDT5,2021-02-07,07Feb,07-02-24,00:55,3,1873,,4,65,11,Novel,before,0,
RDT5_07Feb_0_3,RDT5,2021-02-07,07Feb,07-02-24,00:55,3,1874,,4,65,11,Novel,before,0,
