individual_ID,trial_day,day1_night0,event_number,activation_number,sound_stimuli,period,activity,proportionvis
981,6,1,1,1,human,before,vigilant,0
981,7,1,2,1,roedeer,before,vigilant,0
981,9,1,3,2,roedeer,before,vigilant,0
981,9,1,4,2,human,before,vigilant,0
981,9,1,5,1,silent,before,vigilant,0
981,9,0,6,2,silent,before,vigilant,0
981,9,0,7,3,roedeer,before,vigilant,0
981,9,0,8,3,silent,before,vigilant,0
981,9,0,9,4,silent,before,vigilant,0
981,10,0,10,1,dog,before,vigilant,0
981,10,0,11,2,dog,before,vigilant,0
981,10,1,12,5,silent,before,vigilant,0
981,10,1,13,1,novel,before,vigilant,0
981,10,1,14,6,silent,before,vigilant,0
981,10,0,15,7,silent,before,vigilant,NA
981,10,0,16,8,silent,before,vigilant,0
981,10,0,17,3,human,before,vigilant,0
981,10,0,18,9,silent,before,vigilant,0
981,10,0,19,2,novel,before,vigilant,0
981,11,0,20,3,novel,before,vigilant,0
981,11,0,21,10,silent,before,vigilant,0
981,11,0,22,3,dog,before,vigilant,0
981,11,1,23,4,novel,before,vigilant,0
981,11,1,24,11,silent,before,vigilant,0
981,11,0,25,4,dog,before,vigilant,0
981,11,0,26,12,silent,before,vigilant,0
981,11,0,27,1,bird,before,vigilant,0
981,11,0,28,13,silent,before,vigilant,0
981,12,1,29,14,silent,before,vigilant,0
981,12,1,30,5,novel,before,vigilant,0.5
981,12,1,31,15,silent,before,vigilant,0
981,12,0,32,5,dog,before,vigilant,0
981,12,0,33,16,silent,before,vigilant,0
981,12,0,34,4,human,before,vigilant,0
981,13,0,35,17,silent,before,vigilant,0
981,13,0,36,2,bird,before,vigilant,0
981,13,0,37,18,silent,before,vigilant,0
981,13,1,38,19,silent,before,vigilant,0
981,13,1,39,6,novel,before,vigilant,0
981,13,1,40,20,silent,before,vigilant,0
981,13,0,41,6,dog,before,vigilant,0
981,14,1,42,5,human,before,vigilant,0
981,14,0,43,3,bird,before,vigilant,0
981,14,0,44,21,silent,before,vigilant,0
981,14,0,45,22,silent,before,vigilant,0
981,15,0,46,23,silent,before,vigilant,NA
981,15,0,47,24,silent,before,vigilant,0
981,15,0,48,6,human,before,vigilant,0
981,15,1,49,4,roedeer,before,vigilant,0.1
981,15,0,50,25,silent,before,vigilant,0
981,16,1,51,4,bird,before,vigilant,0
981,16,1,52,7,human,before,vigilant,0
981,17,0,53,7,novel,before,vigilant,0
981,18,1,54,5,bird,before,vigilant,0
981,18,1,55,26,silent,before,vigilant,NA
981,18,0,56,5,roedeer,before,vigilant,0
981,18,0,57,27,silent,before,vigilant,0
981,19,1,58,8,novel,before,vigilant,0.6
981,19,1,59,6,roedeer,before,vigilant,0
981,19,1,60,28,silent,before,vigilant,0
981,19,0,61,8,human,before,vigilant,NA
981,19,0,62,6,bird,before,vigilant,0.2
981,20,0,63,7,bird,before,vigilant,0
981,20,0,64,7,dog,before,vigilant,0
981,20,1,65,29,silent,before,vigilant,0
981,20,1,66,8,bird,before,vigilant,0
981,20,1,67,9,human,before,vigilant,0
981,20,1,68,30,silent,before,vigilant,0.2
981,20,1,69,31,silent,before,vigilant,0
981,20,1,70,9,novel,before,vigilant,0
981,20,0,71,10,human,before,vigilant,0
981,20,0,72,32,silent,before,vigilant,0
981,20,0,73,8,dog,before,vigilant,0
981,20,0,74,7,roedeer,before,vigilant,0
981,21,0,75,8,roedeer,before,vigilant,0
981,21,0,76,33,silent,before,vigilant,0
981,21,1,77,34,silent,before,vigilant,0
981,21,1,78,35,silent,before,vigilant,0
981,21,1,79,10,novel,before,vigilant,0
981,21,0,80,9,dog,before,vigilant,0
981,21,0,81,11,human,before,vigilant,0.55
981,21,0,82,36,silent,before,vigilant,0
981,21,0,83,12,human,before,vigilant,0.5
981,22,0,84,10,dog,before,vigilant,0
981,22,0,85,37,silent,before,vigilant,0
981,23,0,86,11,dog,before,vigilant,0
981,23,0,87,38,silent,before,vigilant,0
981,23,0,88,11,novel,before,vigilant,0
981,23,1,89,9,roedeer,before,vigilant,0
981,23,1,90,39,silent,before,vigilant,0
981,23,1,91,13,human,before,vigilant,0.05
981,23,1,92,40,silent,before,vigilant,0
981,23,1,93,12,dog,before,vigilant,0
981,23,0,94,41,silent,before,vigilant,0.4
981,23,0,95,14,human,before,vigilant,0
981,23,0,96,9,bird,before,vigilant,0.05
981,23,0,97,42,silent,before,vigilant,0.65
981,23,0,98,13,dog,before,vigilant,0
981,6,1,1,1,human,during,vigilant,0.5
981,7,1,2,1,roedeer,during,vigilant,0.5
981,9,1,3,2,roedeer,during,vigilant,0.75
981,9,1,4,2,human,during,vigilant,0.3
981,9,1,5,1,silent,during,vigilant,0
981,9,0,6,2,silent,during,vigilant,0
981,9,0,7,3,roedeer,during,vigilant,0.15
981,9,0,8,3,silent,during,vigilant,0
981,9,0,9,4,silent,during,vigilant,0
981,10,0,10,1,dog,during,vigilant,0.2
981,10,0,11,2,dog,during,vigilant,0.3
981,10,1,12,5,silent,during,vigilant,0
981,10,1,13,1,novel,during,vigilant,0.8
981,10,1,14,6,silent,during,vigilant,0
981,10,0,15,7,silent,during,vigilant,0
981,10,0,16,8,silent,during,vigilant,0
981,10,0,17,3,human,during,vigilant,0.35
981,10,0,18,9,silent,during,vigilant,0
981,10,0,19,2,novel,during,vigilant,0.4
981,11,0,20,3,novel,during,vigilant,0.75
981,11,0,21,10,silent,during,vigilant,0
981,11,0,22,3,dog,during,vigilant,0.4
981,11,1,23,4,novel,during,vigilant,0.5
981,11,1,24,11,silent,during,vigilant,0.65
981,11,0,25,4,dog,during,vigilant,0
981,11,0,26,12,silent,during,vigilant,0
981,11,0,27,1,bird,during,vigilant,0
981,11,0,28,13,silent,during,vigilant,0
981,12,1,29,14,silent,during,vigilant,0
981,12,1,30,5,novel,during,vigilant,0.05
981,12,1,31,15,silent,during,vigilant,0
981,12,0,32,5,dog,during,vigilant,0.1
981,12,0,33,16,silent,during,vigilant,0
981,12,0,34,4,human,during,vigilant,0.15
981,13,0,35,17,silent,during,vigilant,0
981,13,0,36,2,bird,during,vigilant,0
981,13,0,37,18,silent,during,vigilant,0
981,13,1,38,19,silent,during,vigilant,0
981,13,1,39,6,novel,during,vigilant,0.25
981,13,1,40,20,silent,during,vigilant,0
981,13,0,41,6,dog,during,vigilant,0.25
981,14,1,42,5,human,during,vigilant,0.65
981,14,0,43,3,bird,during,vigilant,0
981,14,0,44,21,silent,during,vigilant,0
981,14,0,45,22,silent,during,vigilant,0
981,15,0,46,23,silent,during,vigilant,0
981,15,0,47,24,silent,during,vigilant,0
981,15,0,48,6,human,during,vigilant,0
981,15,1,49,4,roedeer,during,vigilant,0.55
981,15,0,50,25,silent,during,vigilant,0
981,16,1,51,4,bird,during,vigilant,0.95
981,16,1,52,7,human,during,vigilant,0.9
981,17,0,53,7,novel,during,vigilant,0.7
981,18,1,54,5,bird,during,vigilant,NA
981,18,1,55,26,silent,during,vigilant,NA
981,18,0,56,5,roedeer,during,vigilant,0
981,18,0,57,27,silent,during,vigilant,0
981,19,1,58,8,novel,during,vigilant,0.3
981,19,1,59,6,roedeer,during,vigilant,0
981,19,1,60,28,silent,during,vigilant,0
981,19,0,61,8,human,during,vigilant,NA
981,19,0,62,6,bird,during,vigilant,0
981,20,0,63,7,bird,during,vigilant,0.95
981,20,0,64,7,dog,during,vigilant,0.6
981,20,1,65,29,silent,during,vigilant,0
981,20,1,66,8,bird,during,vigilant,0
981,20,1,67,9,human,during,vigilant,0.45
981,20,1,68,30,silent,during,vigilant,0
981,20,1,69,31,silent,during,vigilant,0
981,20,1,70,9,novel,during,vigilant,0
981,20,0,71,10,human,during,vigilant,0
981,20,0,72,32,silent,during,vigilant,NA
981,20,0,73,8,dog,during,vigilant,0
981,20,0,74,7,roedeer,during,vigilant,0
981,21,0,75,8,roedeer,during,vigilant,0.2
981,21,0,76,33,silent,during,vigilant,0.25
981,21,1,77,34,silent,during,vigilant,0
981,21,1,78,35,silent,during,vigilant,0.4
981,21,1,79,10,novel,during,vigilant,0.95
981,21,0,80,9,dog,during,vigilant,0.9
981,21,0,81,11,human,during,vigilant,0.2
981,21,0,82,36,silent,during,vigilant,0
981,21,0,83,12,human,during,vigilant,0.2
981,22,0,84,10,dog,during,vigilant,0.05
981,22,0,85,37,silent,during,vigilant,0
981,23,0,86,11,dog,during,vigilant,0
981,23,0,87,38,silent,during,vigilant,0
981,23,0,88,11,novel,during,vigilant,0.95
981,23,1,89,9,roedeer,during,vigilant,0.3
981,23,1,90,39,silent,during,vigilant,0
981,23,1,91,13,human,during,vigilant,0.65
981,23,1,92,40,silent,during,vigilant,0
981,23,1,93,12,dog,during,vigilant,0.55
981,23,0,94,41,silent,during,vigilant,0
981,23,0,95,14,human,during,vigilant,0
981,23,0,96,9,bird,during,vigilant,0.25
981,23,0,97,42,silent,during,vigilant,0
981,23,0,98,13,dog,during,vigilant,0.15
981,6,1,1,1,human,after,vigilant,0
981,7,1,2,1,roedeer,after,vigilant,0
981,9,1,3,2,roedeer,after,vigilant,0.066666667
981,9,1,4,2,human,after,vigilant,0
981,9,1,5,1,silent,after,vigilant,0
981,9,0,6,2,silent,after,vigilant,0
981,9,0,7,3,roedeer,after,vigilant,0
981,9,0,8,3,silent,after,vigilant,0
981,9,0,9,4,silent,after,vigilant,0
981,10,0,10,1,dog,after,vigilant,0
981,10,0,11,2,dog,after,vigilant,0
981,10,1,12,5,silent,after,vigilant,0
981,10,1,13,1,novel,after,vigilant,0
981,10,1,14,6,silent,after,vigilant,0
981,10,0,15,7,silent,after,vigilant,0
981,10,0,16,8,silent,after,vigilant,0.65
981,10,0,17,3,human,after,vigilant,1
981,10,0,18,9,silent,after,vigilant,0
981,10,0,19,2,novel,after,vigilant,0
981,11,0,20,3,novel,after,vigilant,0
981,11,0,21,10,silent,after,vigilant,0
981,11,0,22,3,dog,after,vigilant,0
981,11,1,23,4,novel,after,vigilant,0
981,11,1,24,11,silent,after,vigilant,0
981,11,0,25,4,dog,after,vigilant,0
981,11,0,26,12,silent,after,vigilant,0
981,11,0,27,1,bird,after,vigilant,0
981,11,0,28,13,silent,after,vigilant,0
981,12,1,29,14,silent,after,vigilant,0
981,12,1,30,5,novel,after,vigilant,0
981,12,1,31,15,silent,after,vigilant,0
981,12,0,32,5,dog,after,vigilant,0
981,12,0,33,16,silent,after,vigilant,0
981,12,0,34,4,human,after,vigilant,0
981,13,0,35,17,silent,after,vigilant,0.15
981,13,0,36,2,bird,after,vigilant,0
981,13,0,37,18,silent,after,vigilant,0
981,13,1,38,19,silent,after,vigilant,0.25
981,13,1,39,6,novel,after,vigilant,0
981,13,1,40,20,silent,after,vigilant,0.85
981,13,0,41,6,dog,after,vigilant,1
981,14,1,42,5,human,after,vigilant,0.85
981,14,0,43,3,bird,after,vigilant,0
981,14,0,44,21,silent,after,vigilant,0
981,14,0,45,22,silent,after,vigilant,0
981,15,0,46,23,silent,after,vigilant,0
981,15,0,47,24,silent,after,vigilant,0
981,15,0,48,6,human,after,vigilant,0
981,15,1,49,4,roedeer,after,vigilant,0.45
981,15,0,50,25,silent,after,vigilant,0
981,16,1,51,4,bird,after,vigilant,1
981,16,1,52,7,human,after,vigilant,0.65
981,17,0,53,7,novel,after,vigilant,0
981,18,1,54,5,bird,after,vigilant,NA
981,18,1,55,26,silent,after,vigilant,0
981,18,0,56,5,roedeer,after,vigilant,0
981,18,0,57,27,silent,after,vigilant,0
981,19,1,58,8,novel,after,vigilant,0
981,19,1,59,6,roedeer,after,vigilant,0
981,19,1,60,28,silent,after,vigilant,0
981,19,0,61,8,human,after,vigilant,0
981,19,0,62,6,bird,after,vigilant,0.55
981,20,0,63,7,bird,after,vigilant,0
981,20,0,64,7,dog,after,vigilant,0.05
981,20,1,65,29,silent,after,vigilant,NA
981,20,1,66,8,bird,after,vigilant,0
981,20,1,67,9,human,after,vigilant,0
981,20,1,68,30,silent,after,vigilant,NA
981,20,1,69,31,silent,after,vigilant,0.45
981,20,1,70,9,novel,after,vigilant,0
981,20,0,71,10,human,after,vigilant,0
981,20,0,72,32,silent,after,vigilant,NA
981,20,0,73,8,dog,after,vigilant,0
981,20,0,74,7,roedeer,after,vigilant,0
981,21,0,75,8,roedeer,after,vigilant,0
981,21,0,76,33,silent,after,vigilant,0.529411765
981,21,1,77,34,silent,after,vigilant,0
981,21,1,78,35,silent,after,vigilant,0
981,21,1,79,10,novel,after,vigilant,0.05
981,21,0,80,9,dog,after,vigilant,0.35
981,21,0,81,11,human,after,vigilant,0
981,21,0,82,36,silent,after,vigilant,0
981,21,0,83,12,human,after,vigilant,0.4
981,22,0,84,10,dog,after,vigilant,1
981,22,0,85,37,silent,after,vigilant,0
981,23,0,86,11,dog,after,vigilant,0
981,23,0,87,38,silent,after,vigilant,0
981,23,0,88,11,novel,after,vigilant,0
981,23,1,89,9,roedeer,after,vigilant,0.2
981,23,1,90,39,silent,after,vigilant,0
981,23,1,91,13,human,after,vigilant,0.35
981,23,1,92,40,silent,after,vigilant,0.45
981,23,1,93,12,dog,after,vigilant,0
981,23,0,94,41,silent,after,vigilant,0
981,23,0,95,14,human,after,vigilant,0
981,23,0,96,9,bird,after,vigilant,0
981,23,0,97,42,silent,after,vigilant,0
981,23,0,98,13,dog,after,vigilant,0.1
981,6,1,NA,NA,human,before,feeding+ruminating,0.75
981,7,1,NA,NA,roedeer,before,feeding+ruminating,0.45
981,9,1,NA,NA,roedeer,before,feeding+ruminating,0.85
981,9,1,NA,NA,human,before,feeding+ruminating,1
981,9,1,NA,NA,silent,before,feeding+ruminating,0.3
981,9,0,NA,NA,silent,before,feeding+ruminating,0.8
981,9,0,NA,NA,roedeer,before,feeding+ruminating,0.85
981,9,0,NA,NA,silent,before,feeding+ruminating,0.7
981,9,0,NA,NA,silent,before,feeding+ruminating,1
981,10,0,NA,NA,dog,before,feeding+ruminating,0.85
981,10,0,NA,NA,dog,before,feeding+ruminating,0
981,10,1,NA,NA,silent,before,feeding+ruminating,1
981,10,1,NA,NA,novel,before,feeding+ruminating,1
981,10,1,NA,NA,silent,before,feeding+ruminating,0.15
981,10,0,NA,NA,silent,before,feeding+ruminating,NA
981,10,0,NA,NA,silent,before,feeding+ruminating,0.9
981,10,0,NA,NA,human,before,feeding+ruminating,1
981,10,0,NA,NA,silent,before,feeding+ruminating,0.65
981,10,0,NA,NA,novel,before,feeding+ruminating,0.55
981,11,0,NA,NA,novel,before,feeding+ruminating,0
981,11,0,NA,NA,silent,before,feeding+ruminating,0
981,11,0,NA,NA,dog,before,feeding+ruminating,0.6
981,11,1,NA,NA,novel,before,feeding+ruminating,0.4
981,11,1,NA,NA,silent,before,feeding+ruminating,0.3
981,11,0,NA,NA,dog,before,feeding+ruminating,0.35
981,11,0,NA,NA,silent,before,feeding+ruminating,0.65
981,11,0,NA,NA,bird,before,feeding+ruminating,0
981,11,0,NA,NA,silent,before,feeding+ruminating,0
981,12,1,NA,NA,silent,before,feeding+ruminating,1
981,12,1,NA,NA,novel,before,feeding+ruminating,0.25
981,12,1,NA,NA,silent,before,feeding+ruminating,0
981,12,0,NA,NA,dog,before,feeding+ruminating,0
981,12,0,NA,NA,silent,before,feeding+ruminating,1
981,12,0,NA,NA,human,before,feeding+ruminating,0.15
981,13,0,NA,NA,silent,before,feeding+ruminating,0.35
981,13,0,NA,NA,bird,before,feeding+ruminating,1
981,13,0,NA,NA,silent,before,feeding+ruminating,1
981,13,1,NA,NA,silent,before,feeding+ruminating,1
981,13,1,NA,NA,novel,before,feeding+ruminating,0
981,13,1,NA,NA,silent,before,feeding+ruminating,1
981,13,0,NA,NA,dog,before,feeding+ruminating,1
981,14,1,NA,NA,human,before,feeding+ruminating,0
981,14,0,NA,NA,bird,before,feeding+ruminating,0.85
981,14,0,NA,NA,silent,before,feeding+ruminating,0.65
981,14,0,NA,NA,silent,before,feeding+ruminating,1
981,15,0,NA,NA,silent,before,feeding+ruminating,NA
981,15,0,NA,NA,silent,before,feeding+ruminating,0.7
981,15,0,NA,NA,human,before,feeding+ruminating,1
981,15,1,NA,NA,roedeer,before,feeding+ruminating,0.9
981,15,0,NA,NA,silent,before,feeding+ruminating,0
981,16,1,NA,NA,bird,before,feeding+ruminating,0.7
981,16,1,NA,NA,human,before,feeding+ruminating,0
981,17,0,NA,NA,novel,before,feeding+ruminating,0
981,18,1,NA,NA,bird,before,feeding+ruminating,0
981,18,1,NA,NA,silent,before,feeding+ruminating,NA
981,18,0,NA,NA,roedeer,before,feeding+ruminating,0.578947368
981,18,0,NA,NA,silent,before,feeding+ruminating,1
981,19,1,NA,NA,novel,before,feeding+ruminating,0.4
981,19,1,NA,NA,roedeer,before,feeding+ruminating,1
981,19,1,NA,NA,silent,before,feeding+ruminating,0.5
981,19,0,NA,NA,human,before,feeding+ruminating,NA
981,19,0,NA,NA,bird,before,feeding+ruminating,0
981,20,0,NA,NA,bird,before,feeding+ruminating,0
981,20,0,NA,NA,dog,before,feeding+ruminating,0
981,20,1,NA,NA,silent,before,feeding+ruminating,0
981,20,1,NA,NA,bird,before,feeding+ruminating,0.1
981,20,1,NA,NA,human,before,feeding+ruminating,0.6
981,20,1,NA,NA,silent,before,feeding+ruminating,0.3
981,20,1,NA,NA,silent,before,feeding+ruminating,0
981,20,1,NA,NA,novel,before,feeding+ruminating,0.9
981,20,0,NA,NA,human,before,feeding+ruminating,0.3
981,20,0,NA,NA,silent,before,feeding+ruminating,0
981,20,0,NA,NA,dog,before,feeding+ruminating,0.3
981,20,0,NA,NA,roedeer,before,feeding+ruminating,0
981,21,0,NA,NA,roedeer,before,feeding+ruminating,0.55
981,21,0,NA,NA,silent,before,feeding+ruminating,0
981,21,1,NA,NA,silent,before,feeding+ruminating,0.7
981,21,1,NA,NA,silent,before,feeding+ruminating,0.3
981,21,1,NA,NA,novel,before,feeding+ruminating,0.8
981,21,0,NA,NA,dog,before,feeding+ruminating,0.9
981,21,0,NA,NA,human,before,feeding+ruminating,0.45
981,21,0,NA,NA,silent,before,feeding+ruminating,1
981,21,0,NA,NA,human,before,feeding+ruminating,0.15
981,22,0,NA,NA,dog,before,feeding+ruminating,0.263157895
981,22,0,NA,NA,silent,before,feeding+ruminating,0.222222222
981,23,0,NA,NA,dog,before,feeding+ruminating,0.6
981,23,0,NA,NA,silent,before,feeding+ruminating,1
981,23,0,NA,NA,novel,before,feeding+ruminating,0.75
981,23,1,NA,NA,roedeer,before,feeding+ruminating,0.9
981,23,1,NA,NA,silent,before,feeding+ruminating,0.65
981,23,1,NA,NA,human,before,feeding+ruminating,0.2
981,23,1,NA,NA,silent,before,feeding+ruminating,0.85
981,23,1,NA,NA,dog,before,feeding+ruminating,1
981,23,0,NA,NA,silent,before,feeding+ruminating,0.6
981,23,0,NA,NA,human,before,feeding+ruminating,0.8
981,23,0,NA,NA,bird,before,feeding+ruminating,0.75
981,23,0,NA,NA,silent,before,feeding+ruminating,0.35
981,23,0,NA,NA,dog,before,feeding+ruminating,0.5
981,6,1,NA,NA,human,during,feeding+ruminating,0.5
981,7,1,NA,NA,roedeer,during,feeding+ruminating,0.5
981,9,1,NA,NA,roedeer,during,feeding+ruminating,0.25
981,9,1,NA,NA,human,during,feeding+ruminating,0.5
981,9,1,NA,NA,silent,during,feeding+ruminating,0.65
981,9,0,NA,NA,silent,during,feeding+ruminating,1
981,9,0,NA,NA,roedeer,during,feeding+ruminating,0.85
981,9,0,NA,NA,silent,during,feeding+ruminating,0.95
981,9,0,NA,NA,silent,during,feeding+ruminating,1
981,10,0,NA,NA,dog,during,feeding+ruminating,0.8
981,10,0,NA,NA,dog,during,feeding+ruminating,0.65
981,10,1,NA,NA,silent,during,feeding+ruminating,1
981,10,1,NA,NA,novel,during,feeding+ruminating,0.1
981,10,1,NA,NA,silent,during,feeding+ruminating,0.5
981,10,0,NA,NA,silent,during,feeding+ruminating,0.076923077
981,10,0,NA,NA,silent,during,feeding+ruminating,1
981,10,0,NA,NA,human,during,feeding+ruminating,0.3
981,10,0,NA,NA,silent,during,feeding+ruminating,0.9
981,10,0,NA,NA,novel,during,feeding+ruminating,0.35
981,11,0,NA,NA,novel,during,feeding+ruminating,0.2
981,11,0,NA,NA,silent,during,feeding+ruminating,0.8
981,11,0,NA,NA,dog,during,feeding+ruminating,0.6
981,11,1,NA,NA,novel,during,feeding+ruminating,0.35
981,11,1,NA,NA,silent,during,feeding+ruminating,0
981,11,0,NA,NA,dog,during,feeding+ruminating,0.5
981,11,0,NA,NA,silent,during,feeding+ruminating,1
981,11,0,NA,NA,bird,during,feeding+ruminating,0
981,11,0,NA,NA,silent,during,feeding+ruminating,0
981,12,1,NA,NA,silent,during,feeding+ruminating,1
981,12,1,NA,NA,novel,during,feeding+ruminating,0.75
981,12,1,NA,NA,silent,during,feeding+ruminating,0
981,12,0,NA,NA,dog,during,feeding+ruminating,0.4
981,12,0,NA,NA,silent,during,feeding+ruminating,0.85
981,12,0,NA,NA,human,during,feeding+ruminating,0.85
981,13,0,NA,NA,silent,during,feeding+ruminating,0.75
981,13,0,NA,NA,bird,during,feeding+ruminating,1
981,13,0,NA,NA,silent,during,feeding+ruminating,1
981,13,1,NA,NA,silent,during,feeding+ruminating,1
981,13,1,NA,NA,novel,during,feeding+ruminating,0.65
981,13,1,NA,NA,silent,during,feeding+ruminating,0.85
981,13,0,NA,NA,dog,during,feeding+ruminating,0.75
981,14,1,NA,NA,human,during,feeding+ruminating,0.2
981,14,0,NA,NA,bird,during,feeding+ruminating,0.7
981,14,0,NA,NA,silent,during,feeding+ruminating,1
981,14,0,NA,NA,silent,during,feeding+ruminating,0.75
981,15,0,NA,NA,silent,during,feeding+ruminating,0
981,15,0,NA,NA,silent,during,feeding+ruminating,0.15
981,15,0,NA,NA,human,during,feeding+ruminating,0.1
981,15,1,NA,NA,roedeer,during,feeding+ruminating,0.45
981,15,0,NA,NA,silent,during,feeding+ruminating,0
981,16,1,NA,NA,bird,during,feeding+ruminating,0.05
981,16,1,NA,NA,human,during,feeding+ruminating,0
981,17,0,NA,NA,novel,during,feeding+ruminating,0
981,18,1,NA,NA,bird,during,feeding+ruminating,NA
981,18,1,NA,NA,silent,during,feeding+ruminating,NA
981,18,0,NA,NA,roedeer,during,feeding+ruminating,1
981,18,0,NA,NA,silent,during,feeding+ruminating,1
981,19,1,NA,NA,novel,during,feeding+ruminating,0.7
981,19,1,NA,NA,roedeer,during,feeding+ruminating,1
981,19,1,NA,NA,silent,during,feeding+ruminating,0.166666667
981,19,0,NA,NA,human,during,feeding+ruminating,NA
981,19,0,NA,NA,bird,during,feeding+ruminating,0.5
981,20,0,NA,NA,bird,during,feeding+ruminating,0
981,20,0,NA,NA,dog,during,feeding+ruminating,0
981,20,1,NA,NA,silent,during,feeding+ruminating,0
981,20,1,NA,NA,bird,during,feeding+ruminating,0
981,20,1,NA,NA,human,during,feeding+ruminating,0.55
981,20,1,NA,NA,silent,during,feeding+ruminating,0
981,20,1,NA,NA,silent,during,feeding+ruminating,0.65
981,20,1,NA,NA,novel,during,feeding+ruminating,0.75
981,20,0,NA,NA,human,during,feeding+ruminating,1
981,20,0,NA,NA,silent,during,feeding+ruminating,NA
981,20,0,NA,NA,dog,during,feeding+ruminating,0.461538462
981,20,0,NA,NA,roedeer,during,feeding+ruminating,0.05
981,21,0,NA,NA,roedeer,during,feeding+ruminating,0.8
981,21,0,NA,NA,silent,during,feeding+ruminating,0
981,21,1,NA,NA,silent,during,feeding+ruminating,0.8
981,21,1,NA,NA,silent,during,feeding+ruminating,0.45
981,21,1,NA,NA,novel,during,feeding+ruminating,0.05
981,21,0,NA,NA,dog,during,feeding+ruminating,0.1
981,21,0,NA,NA,human,during,feeding+ruminating,0.8
981,21,0,NA,NA,silent,during,feeding+ruminating,1
981,21,0,NA,NA,human,during,feeding+ruminating,0.8
981,22,0,NA,NA,dog,during,feeding+ruminating,0.35
981,22,0,NA,NA,silent,during,feeding+ruminating,0.55
981,23,0,NA,NA,dog,during,feeding+ruminating,0.55
981,23,0,NA,NA,silent,during,feeding+ruminating,0.85
981,23,0,NA,NA,novel,during,feeding+ruminating,0.05
981,23,1,NA,NA,roedeer,during,feeding+ruminating,0.5
981,23,1,NA,NA,silent,during,feeding+ruminating,0
981,23,1,NA,NA,human,during,feeding+ruminating,0.2
981,23,1,NA,NA,silent,during,feeding+ruminating,1
981,23,1,NA,NA,dog,during,feeding+ruminating,0.45
981,23,0,NA,NA,silent,during,feeding+ruminating,0.8
981,23,0,NA,NA,human,during,feeding+ruminating,0.8
981,23,0,NA,NA,bird,during,feeding+ruminating,0.75
981,23,0,NA,NA,silent,during,feeding+ruminating,1
981,23,0,NA,NA,dog,during,feeding+ruminating,0.75
981,6,1,NA,NA,human,after,feeding+ruminating,0.7
981,7,1,NA,NA,roedeer,after,feeding+ruminating,1
981,9,1,NA,NA,roedeer,after,feeding+ruminating,0.333333333
981,9,1,NA,NA,human,after,feeding+ruminating,0
981,9,1,NA,NA,silent,after,feeding+ruminating,1
981,9,0,NA,NA,silent,after,feeding+ruminating,0.3
981,9,0,NA,NA,roedeer,after,feeding+ruminating,1
981,9,0,NA,NA,silent,after,feeding+ruminating,1
981,9,0,NA,NA,silent,after,feeding+ruminating,1
981,10,0,NA,NA,dog,after,feeding+ruminating,1
981,10,0,NA,NA,dog,after,feeding+ruminating,1
981,10,1,NA,NA,silent,after,feeding+ruminating,1
981,10,1,NA,NA,novel,after,feeding+ruminating,1
981,10,1,NA,NA,silent,after,feeding+ruminating,1
981,10,0,NA,NA,silent,after,feeding+ruminating,0
981,10,0,NA,NA,silent,after,feeding+ruminating,0.35
981,10,0,NA,NA,human,after,feeding+ruminating,0
981,10,0,NA,NA,silent,after,feeding+ruminating,1
981,10,0,NA,NA,novel,after,feeding+ruminating,0
981,11,0,NA,NA,novel,after,feeding+ruminating,1
981,11,0,NA,NA,silent,after,feeding+ruminating,0.8
981,11,0,NA,NA,dog,after,feeding+ruminating,0.85
981,11,1,NA,NA,novel,after,feeding+ruminating,0.35
981,11,1,NA,NA,silent,after,feeding+ruminating,0
981,11,0,NA,NA,dog,after,feeding+ruminating,1
981,11,0,NA,NA,silent,after,feeding+ruminating,1
981,11,0,NA,NA,bird,after,feeding+ruminating,0
981,11,0,NA,NA,silent,after,feeding+ruminating,0.5
981,12,1,NA,NA,silent,after,feeding+ruminating,1
981,12,1,NA,NA,novel,after,feeding+ruminating,0
981,12,1,NA,NA,silent,after,feeding+ruminating,0
981,12,0,NA,NA,dog,after,feeding+ruminating,0.6
981,12,0,NA,NA,silent,after,feeding+ruminating,0.55
981,12,0,NA,NA,human,after,feeding+ruminating,0.95
981,13,0,NA,NA,silent,after,feeding+ruminating,0.85
981,13,0,NA,NA,bird,after,feeding+ruminating,1
981,13,0,NA,NA,silent,after,feeding+ruminating,1
981,13,1,NA,NA,silent,after,feeding+ruminating,0.5
981,13,1,NA,NA,novel,after,feeding+ruminating,1
981,13,1,NA,NA,silent,after,feeding+ruminating,0
981,13,0,NA,NA,dog,after,feeding+ruminating,0
981,14,1,NA,NA,human,after,feeding+ruminating,0.15
981,14,0,NA,NA,bird,after,feeding+ruminating,0
981,14,0,NA,NA,silent,after,feeding+ruminating,1
981,14,0,NA,NA,silent,after,feeding+ruminating,0.75
981,15,0,NA,NA,silent,after,feeding+ruminating,0
981,15,0,NA,NA,silent,after,feeding+ruminating,1
981,15,0,NA,NA,human,after,feeding+ruminating,0
981,15,1,NA,NA,roedeer,after,feeding+ruminating,0.55
981,15,0,NA,NA,silent,after,feeding+ruminating,0.85
981,16,1,NA,NA,bird,after,feeding+ruminating,0
981,16,1,NA,NA,human,after,feeding+ruminating,0
981,17,0,NA,NA,novel,after,feeding+ruminating,0
981,18,1,NA,NA,bird,after,feeding+ruminating,NA
