individual_ID,trial_day,day1_night0,event_number,activation_number,sound_stimuli,period,activity,proportionvis
981,21,1,NA,NA,silent,during,moving_slow,0
981,21,1,NA,NA,silent,during,moving_slow,0
981,21,1,NA,NA,novel,during,moving_slow,0
981,21,0,NA,NA,dog,during,moving_slow,0
981,21,0,NA,NA,human,during,moving_slow,0
981,21,0,NA,NA,silent,during,moving_slow,0
981,21,0,NA,NA,human,during,moving_slow,0
981,22,0,NA,NA,dog,during,moving_slow,0.05
981,22,0,NA,NA,silent,during,moving_slow,0
981,23,0,NA,NA,dog,during,moving_slow,0
981,23,0,NA,NA,silent,during,moving_slow,0
981,23,0,NA,NA,novel,during,moving_slow,0
981,23,1,NA,NA,roedeer,during,moving_slow,0
981,23,1,NA,NA,silent,during,moving_slow,0.1
981,23,1,NA,NA,human,during,moving_slow,0
981,23,1,NA,NA,silent,during,moving_slow,0
981,23,1,NA,NA,dog,during,moving_slow,0
981,23,0,NA,NA,silent,during,moving_slow,0
981,23,0,NA,NA,human,during,moving_slow,0
981,23,0,NA,NA,bird,during,moving_slow,0
981,23,0,NA,NA,silent,during,moving_slow,0
981,23,0,NA,NA,dog,during,moving_slow,0
981,6,1,NA,NA,human,after,moving_slow,0.3
981,7,1,NA,NA,roedeer,after,moving_slow,0
981,9,1,NA,NA,roedeer,after,moving_slow,0.533333333
981,9,1,NA,NA,human,after,moving_slow,0
981,9,1,NA,NA,silent,after,moving_slow,0
981,9,0,NA,NA,silent,after,moving_slow,0.4
981,9,0,NA,NA,roedeer,after,moving_slow,0
981,9,0,NA,NA,silent,after,moving_slow,0
981,9,0,NA,NA,silent,after,moving_slow,0
981,10,0,NA,NA,dog,after,moving_slow,0
981,10,0,NA,NA,dog,after,moving_slow,0
981,10,1,NA,NA,silent,after,moving_slow,0
981,10,1,NA,NA,novel,after,moving_slow,0
981,10,1,NA,NA,silent,after,moving_slow,0
981,10,0,NA,NA,silent,after,moving_slow,0.4
981,10,0,NA,NA,silent,after,moving_slow,0
981,10,0,NA,NA,human,after,moving_slow,0
981,10,0,NA,NA,silent,after,moving_slow,0
981,10,0,NA,NA,novel,after,moving_slow,0.1
981,11,0,NA,NA,novel,after,moving_slow,0
981,11,0,NA,NA,silent,after,moving_slow,0.2
981,11,0,NA,NA,dog,after,moving_slow,0
981,11,1,NA,NA,novel,after,moving_slow,0.2
981,11,1,NA,NA,silent,after,moving_slow,0.8
981,11,0,NA,NA,dog,after,moving_slow,0
981,11,0,NA,NA,silent,after,moving_slow,0
981,11,0,NA,NA,bird,after,moving_slow,0
981,11,0,NA,NA,silent,after,moving_slow,0
981,12,1,NA,NA,silent,after,moving_slow,0
981,12,1,NA,NA,novel,after,moving_slow,0.2
981,12,1,NA,NA,silent,after,moving_slow,0
981,12,0,NA,NA,dog,after,moving_slow,0
981,12,0,NA,NA,silent,after,moving_slow,0
981,12,0,NA,NA,human,after,moving_slow,0.05
981,13,0,NA,NA,silent,after,moving_slow,0
981,13,0,NA,NA,bird,after,moving_slow,0
981,13,0,NA,NA,silent,after,moving_slow,0
981,13,1,NA,NA,silent,after,moving_slow,0
981,13,1,NA,NA,novel,after,moving_slow,0
981,13,1,NA,NA,silent,after,moving_slow,0
981,13,0,NA,NA,dog,after,moving_slow,0
981,14,1,NA,NA,human,after,moving_slow,0
981,14,0,NA,NA,bird,after,moving_slow,0
981,14,0,NA,NA,silent,after,moving_slow,0
981,14,0,NA,NA,silent,after,moving_slow,0
981,15,0,NA,NA,silent,after,moving_slow,0.65
981,15,0,NA,NA,silent,after,moving_slow,0
981,15,0,NA,NA,human,after,moving_slow,0
981,15,1,NA,NA,roedeer,after,moving_slow,0
981,15,0,NA,NA,silent,after,moving_slow,0.15
981,16,1,NA,NA,bird,after,moving_slow,0
981,16,1,NA,NA,human,after,moving_slow,0
981,17,0,NA,NA,novel,after,moving_slow,0
981,18,1,NA,NA,bird,after,moving_slow,NA
981,18,1,NA,NA,silent,after,moving_slow,0.666666667
981,18,0,NA,NA,roedeer,after,moving_slow,0
981,18,0,NA,NA,silent,after,moving_slow,0
981,19,1,NA,NA,novel,after,moving_slow,0
981,19,1,NA,NA,roedeer,after,moving_slow,0
981,19,1,NA,NA,silent,after,moving_slow,0
981,19,0,NA,NA,human,after,moving_slow,1
981,19,0,NA,NA,bird,after,moving_slow,0
981,20,0,NA,NA,bird,after,moving_slow,0.55
981,20,0,NA,NA,dog,after,moving_slow,0
981,20,1,NA,NA,silent,after,moving_slow,NA
981,20,1,NA,NA,bird,after,moving_slow,0
981,20,1,NA,NA,human,after,moving_slow,0
981,20,1,NA,NA,silent,after,moving_slow,NA
981,20,1,NA,NA,silent,after,moving_slow,0
981,20,1,NA,NA,novel,after,moving_slow,0
981,20,0,NA,NA,human,after,moving_slow,0
981,20,0,NA,NA,silent,after,moving_slow,NA
981,20,0,NA,NA,dog,after,moving_slow,0.6
981,20,0,NA,NA,roedeer,after,moving_slow,0.625
981,21,0,NA,NA,roedeer,after,moving_slow,0
981,21,0,NA,NA,silent,after,moving_slow,0.470588235
981,21,1,NA,NA,silent,after,moving_slow,0
981,21,1,NA,NA,silent,after,moving_slow,0
981,21,1,NA,NA,novel,after,moving_slow,0
981,21,0,NA,NA,dog,after,moving_slow,0
981,21,0,NA,NA,human,after,moving_slow,0.428571429
981,21,0,NA,NA,silent,after,moving_slow,0
981,21,0,NA,NA,human,after,moving_slow,0
981,22,0,NA,NA,dog,after,moving_slow,0
981,22,0,NA,NA,silent,after,moving_slow,0
981,23,0,NA,NA,dog,after,moving_slow,0
981,23,0,NA,NA,silent,after,moving_slow,0
981,23,0,NA,NA,novel,after,moving_slow,0
981,23,1,NA,NA,roedeer,after,moving_slow,0
981,23,1,NA,NA,silent,after,moving_slow,0
981,23,1,NA,NA,human,after,moving_slow,0
981,23,1,NA,NA,silent,after,moving_slow,0
981,23,1,NA,NA,dog,after,moving_slow,0
981,23,0,NA,NA,silent,after,moving_slow,0
981,23,0,NA,NA,human,after,moving_slow,0.066666667
981,23,0,NA,NA,bird,after,moving_slow,0
981,23,0,NA,NA,silent,after,moving_slow,0
981,23,0,NA,NA,dog,after,moving_slow,0
981,6,1,NA,NA,human,before,other,0
981,7,1,NA,NA,roedeer,before,other,0
981,9,1,NA,NA,roedeer,before,other,0
981,9,1,NA,NA,human,before,other,0
981,9,1,NA,NA,silent,before,other,0
981,9,0,NA,NA,silent,before,other,0
981,9,0,NA,NA,roedeer,before,other,0
981,9,0,NA,NA,silent,before,other,0
981,9,0,NA,NA,silent,before,other,0
981,10,0,NA,NA,dog,before,other,0
981,10,0,NA,NA,dog,before,other,0
981,10,1,NA,NA,silent,before,other,0
981,10,1,NA,NA,novel,before,other,0
981,10,1,NA,NA,silent,before,other,0
981,10,0,NA,NA,silent,before,other,NA
981,10,0,NA,NA,silent,before,other,0
981,10,0,NA,NA,human,before,other,0
981,10,0,NA,NA,silent,before,other,0
981,10,0,NA,NA,novel,before,other,0
981,11,0,NA,NA,novel,before,other,0
981,11,0,NA,NA,silent,before,other,0
981,11,0,NA,NA,dog,before,other,0
981,11,1,NA,NA,novel,before,other,0
981,11,1,NA,NA,silent,before,other,0
981,11,0,NA,NA,dog,before,other,0
981,11,0,NA,NA,silent,before,other,0
981,11,0,NA,NA,bird,before,other,1
981,11,0,NA,NA,silent,before,other,0
981,12,1,NA,NA,silent,before,other,0
981,12,1,NA,NA,novel,before,other,0
981,12,1,NA,NA,silent,before,other,0
981,12,0,NA,NA,dog,before,other,0
981,12,0,NA,NA,silent,before,other,0
981,12,0,NA,NA,human,before,other,0
981,13,0,NA,NA,silent,before,other,0
981,13,0,NA,NA,bird,before,other,0
981,13,0,NA,NA,silent,before,other,0
981,13,1,NA,NA,silent,before,other,0
981,13,1,NA,NA,novel,before,other,0
981,13,1,NA,NA,silent,before,other,0
981,13,0,NA,NA,dog,before,other,0
981,14,1,NA,NA,human,before,other,0
981,14,0,NA,NA,bird,before,other,0
981,14,0,NA,NA,silent,before,other,0
981,14,0,NA,NA,silent,before,other,0
981,15,0,NA,NA,silent,before,other,NA
981,15,0,NA,NA,silent,before,other,0
981,15,0,NA,NA,human,before,other,0
981,15,1,NA,NA,roedeer,before,other,0
981,15,0,NA,NA,silent,before,other,0
981,16,1,NA,NA,bird,before,other,0
981,16,1,NA,NA,human,before,other,0.75
981,17,0,NA,NA,novel,before,other,0
981,18,1,NA,NA,bird,before,other,0
981,18,1,NA,NA,silent,before,other,NA
981,18,0,NA,NA,roedeer,before,other,0
981,18,0,NA,NA,silent,before,other,0
981,19,1,NA,NA,novel,before,other,0
981,19,1,NA,NA,roedeer,before,other,0
981,19,1,NA,NA,silent,before,other,0
981,19,0,NA,NA,human,before,other,NA
981,19,0,NA,NA,bird,before,other,0
981,20,0,NA,NA,bird,before,other,0
981,20,0,NA,NA,dog,before,other,0
981,20,1,NA,NA,silent,before,other,0
981,20,1,NA,NA,bird,before,other,0
981,20,1,NA,NA,human,before,other,0.4
981,20,1,NA,NA,silent,before,other,0
981,20,1,NA,NA,silent,before,other,0
981,20,1,NA,NA,novel,before,other,0
981,20,0,NA,NA,human,before,other,0
981,20,0,NA,NA,silent,before,other,0
981,20,0,NA,NA,dog,before,other,0
981,20,0,NA,NA,roedeer,before,other,0
981,21,0,NA,NA,roedeer,before,other,0
981,21,0,NA,NA,silent,before,other,0
981,21,1,NA,NA,silent,before,other,0
981,21,1,NA,NA,silent,before,other,0
981,21,1,NA,NA,novel,before,other,0
981,21,0,NA,NA,dog,before,other,0
981,21,0,NA,NA,human,before,other,0
981,21,0,NA,NA,silent,before,other,0
981,21,0,NA,NA,human,before,other,0
981,22,0,NA,NA,dog,before,other,0
981,22,0,NA,NA,silent,before,other,0
981,23,0,NA,NA,dog,before,other,0
981,23,0,NA,NA,silent,before,other,0
981,23,0,NA,NA,novel,before,other,0
981,23,1,NA,NA,roedeer,before,other,0
981,23,1,NA,NA,silent,before,other,0
981,23,1,NA,NA,human,before,other,0
981,23,1,NA,NA,silent,before,other,0
981,23,1,NA,NA,dog,before,other,0
981,23,0,NA,NA,silent,before,other,0
981,23,0,NA,NA,human,before,other,0
981,23,0,NA,NA,bird,before,other,0
981,23,0,NA,NA,silent,before,other,0
981,23,0,NA,NA,dog,before,other,0
981,6,1,NA,NA,human,during,other,0
981,7,1,NA,NA,roedeer,during,other,0
981,9,1,NA,NA,roedeer,during,other,0
981,9,1,NA,NA,human,during,other,0
981,9,1,NA,NA,silent,during,other,0
981,9,0,NA,NA,silent,during,other,0
981,9,0,NA,NA,roedeer,during,other,0
981,9,0,NA,NA,silent,during,other,0
981,9,0,NA,NA,silent,during,other,0
981,10,0,NA,NA,dog,during,other,0
981,10,0,NA,NA,dog,during,other,0
981,10,1,NA,NA,silent,during,other,0
981,10,1,NA,NA,novel,during,other,0
981,10,1,NA,NA,silent,during,other,0
981,10,0,NA,NA,silent,during,other,0
981,10,0,NA,NA,silent,during,other,0
981,10,0,NA,NA,human,during,other,0
981,10,0,NA,NA,silent,during,other,0
981,10,0,NA,NA,novel,during,other,0
981,11,0,NA,NA,novel,during,other,0
981,11,0,NA,NA,silent,during,other,0
981,11,0,NA,NA,dog,during,other,0
981,11,1,NA,NA,novel,during,other,0
981,11,1,NA,NA,silent,during,other,0
981,11,0,NA,NA,dog,during,other,0
981,11,0,NA,NA,silent,during,other,0
981,11,0,NA,NA,bird,during,other,0
981,11,0,NA,NA,silent,during,other,0
981,12,1,NA,NA,silent,during,other,0
981,12,1,NA,NA,novel,during,other,0
981,12,1,NA,NA,silent,during,other,0
981,12,0,NA,NA,dog,during,other,0
981,12,0,NA,NA,silent,during,other,0
981,12,0,NA,NA,human,during,other,0
981,13,0,NA,NA,silent,during,other,0
981,13,0,NA,NA,bird,during,other,0
981,13,0,NA,NA,silent,during,other,0
981,13,1,NA,NA,silent,during,other,0
981,13,1,NA,NA,novel,during,other,0
981,13,1,NA,NA,silent,during,other,0
981,13,0,NA,NA,dog,during,other,0
981,14,1,NA,NA,human,during,other,0
981,14,0,NA,NA,bird,during,other,0
981,14,0,NA,NA,silent,during,other,0
981,14,0,NA,NA,silent,during,other,0
981,15,0,NA,NA,silent,during,other,0
981,15,0,NA,NA,silent,during,other,0
981,15,0,NA,NA,human,during,other,0
981,15,1,NA,NA,roedeer,during,other,0
981,15,0,NA,NA,silent,during,other,0
981,16,1,NA,NA,bird,during,other,0
981,16,1,NA,NA,human,during,other,0
981,17,0,NA,NA,novel,during,other,0.15
981,18,1,NA,NA,bird,during,other,NA
981,18,1,NA,NA,silent,during,other,NA
981,18,0,NA,NA,roedeer,during,other,0
981,18,0,NA,NA,silent,during,other,0
981,19,1,NA,NA,novel,during,other,0
981,19,1,NA,NA,roedeer,during,other,0
981,19,1,NA,NA,silent,during,other,0
981,19,0,NA,NA,human,during,other,NA
981,19,0,NA,NA,bird,during,other,0
981,20,0,NA,NA,bird,during,other,0
981,20,0,NA,NA,dog,during,other,0
981,20,1,NA,NA,silent,during,other,0
981,20,1,NA,NA,bird,during,other,0
981,20,1,NA,NA,human,during,other,0
981,20,1,NA,NA,silent,during,other,0
981,20,1,NA,NA,silent,during,other,0
981,20,1,NA,NA,novel,during,other,0
981,20,0,NA,NA,human,during,other,0
981,20,0,NA,NA,silent,during,other,NA
981,20,0,NA,NA,dog,during,other,0
981,20,0,NA,NA,roedeer,during,other,0
981,21,0,NA,NA,roedeer,during,other,0
981,21,0,NA,NA,silent,during,other,0
981,21,1,NA,NA,silent,during,other,0
981,21,1,NA,NA,silent,during,other,0
981,21,1,NA,NA,novel,during,other,0
981,21,0,NA,NA,dog,during,other,0
981,21,0,NA,NA,human,during,other,0
981,21,0,NA,NA,silent,during,other,0
981,21,0,NA,NA,human,during,other,0
981,22,0,NA,NA,dog,during,other,0
981,22,0,NA,NA,silent,during,other,0
981,23,0,NA,NA,dog,during,other,0
981,23,0,NA,NA,silent,during,other,0
981,23,0,NA,NA,novel,during,other,0
981,23,1,NA,NA,roedeer,during,other,0
981,23,1,NA,NA,silent,during,other,0
981,23,1,NA,NA,human,during,other,0
981,23,1,NA,NA,silent,during,other,0
981,23,1,NA,NA,dog,during,other,0
981,23,0,NA,NA,silent,during,other,0
981,23,0,NA,NA,human,during,other,0
981,23,0,NA,NA,bird,during,other,0
981,23,0,NA,NA,silent,during,other,0
981,23,0,NA,NA,dog,during,other,0
981,6,1,NA,NA,human,after,other,0
981,7,1,NA,NA,roedeer,after,other,0
981,9,1,NA,NA,roedeer,after,other,0
981,9,1,NA,NA,human,after,other,0
981,9,1,NA,NA,silent,after,other,0
981,9,0,NA,NA,silent,after,other,0
981,9,0,NA,NA,roedeer,after,other,0
981,9,0,NA,NA,silent,after,other,0
981,9,0,NA,NA,silent,after,other,0
981,10,0,NA,NA,dog,after,other,0
981,10,0,NA,NA,dog,after,other,0
981,10,1,NA,NA,silent,after,other,0
981,10,1,NA,NA,novel,after,other,0
981,10,1,NA,NA,silent,after,other,0
981,10,0,NA,NA,silent,after,other,0
981,10,0,NA,NA,silent,after,other,0
981,10,0,NA,NA,human,after,other,0
981,10,0,NA,NA,silent,after,other,0
981,10,0,NA,NA,novel,after,other,0
981,11,0,NA,NA,novel,after,other,0
981,11,0,NA,NA,silent,after,other,0
981,11,0,NA,NA,dog,after,other,0
981,11,1,NA,NA,novel,after,other,0
981,11,1,NA,NA,silent,after,other,0
981,11,0,NA,NA,dog,after,other,0
981,11,0,NA,NA,silent,after,other,0
981,11,0,NA,NA,bird,after,other,1
981,11,0,NA,NA,silent,after,other,0
981,12,1,NA,NA,silent,after,other,0
981,12,1,NA,NA,novel,after,other,0
981,12,1,NA,NA,silent,after,other,0
981,12,0,NA,NA,dog,after,other,0
981,12,0,NA,NA,silent,after,other,0
981,12,0,NA,NA,human,after,other,0
981,13,0,NA,NA,silent,after,other,0
981,13,0,NA,NA,bird,after,other,0
981,13,0,NA,NA,silent,after,other,0
981,13,1,NA,NA,silent,after,other,0
981,13,1,NA,NA,novel,after,other,0
981,13,1,NA,NA,silent,after,other,0
981,13,0,NA,NA,dog,after,other,0
981,14,1,NA,NA,human,after,other,0
981,14,0,NA,NA,bird,after,other,0
981,14,0,NA,NA,silent,after,other,0
981,14,0,NA,NA,silent,after,other,0
981,15,0,NA,NA,silent,after,other,0
981,15,0,NA,NA,silent,after,other,0
981,15,0,NA,NA,human,after,other,0
981,15,1,NA,NA,roedeer,after,other,0
981,15,0,NA,NA,silent,after,other,0
981,16,1,NA,NA,bird,after,other,0
981,16,1,NA,NA,human,after,other,0.35
981,17,0,NA,NA,novel,after,other,0.4
981,18,1,NA,NA,bird,after,other,NA
981,18,1,NA,NA,silent,after,other,0
981,18,0,NA,NA,roedeer,after,other,0
981,18,0,NA,NA,silent,after,other,0
981,19,1,NA,NA,novel,after,other,0
981,19,1,NA,NA,roedeer,after,other,0
981,19,1,NA,NA,silent,after,other,0
981,19,0,NA,NA,human,after,other,0
981,19,0,NA,NA,bird,after,other,0
981,20,0,NA,NA,bird,after,other,0
981,20,0,NA,NA,dog,after,other,0
981,20,1,NA,NA,silent,after,other,NA
981,20,1,NA,NA,bird,after,other,0
981,20,1,NA,NA,human,after,other,0
981,20,1,NA,NA,silent,after,other,NA
981,20,1,NA,NA,silent,after,other,0
981,20,1,NA,NA,novel,after,other,0
981,20,0,NA,NA,human,after,other,0
981,20,0,NA,NA,silent,after,other,NA
981,20,0,NA,NA,dog,after,other,0
981,20,0,NA,NA,roedeer,after,other,0
981,21,0,NA,NA,roedeer,after,other,0
981,21,0,NA,NA,silent,after,other,0
981,21,1,NA,NA,silent,after,other,0
981,21,1,NA,NA,silent,after,other,0
981,21,1,NA,NA,novel,after,other,0
981,21,0,NA,NA,dog,after,other,0
981,21,0,NA,NA,human,after,other,0
981,21,0,NA,NA,silent,after,other,0
981,21,0,NA,NA,human,after,other,0
981,22,0,NA,NA,dog,after,other,0
981,22,0,NA,NA,silent,after,other,0
981,23,0,NA,NA,dog,after,other,0
981,23,0,NA,NA,silent,after,other,0
981,23,0,NA,NA,novel,after,other,0
981,23,1,NA,NA,roedeer,after,other,0
981,23,1,NA,NA,silent,after,other,0
981,23,1,NA,NA,human,after,other,0
981,23,1,NA,NA,silent,after,other,0
981,23,1,NA,NA,dog,after,other,0
981,23,0,NA,NA,silent,after,other,0
981,23,0,NA,NA,human,after,other,0
981,23,0,NA,NA,bird,after,other,0
981,23,0,NA,NA,silent,after,other,0
981,23,0,NA,NA,dog,after,other,0
981,6,1,NA,NA,human,before,competitive_social_interaction,0
981,7,1,NA,NA,roedeer,before,competitive_social_interaction,0
981,9,1,NA,NA,roedeer,before,competitive_social_interaction,0
981,9,1,NA,NA,human,before,competitive_social_interaction,0
981,9,1,NA,NA,silent,before,competitive_social_interaction,0
981,9,0,NA,NA,silent,before,competitive_social_interaction,0
981,9,0,NA,NA,roedeer,before,competitive_social_interaction,0
981,9,0,NA,NA,silent,before,competitive_social_interaction,0
981,9,0,NA,NA,silent,before,competitive_social_interaction,0
981,10,0,NA,NA,dog,before,competitive_social_interaction,0
981,10,0,NA,NA,dog,before,competitive_social_interaction,0
981,10,1,NA,NA,silent,before,competitive_social_interaction,0
981,10,1,NA,NA,novel,before,competitive_social_interaction,0
981,10,1,NA,NA,silent,before,competitive_social_interaction,0.35
981,10,0,NA,NA,silent,before,competitive_social_interaction,NA
981,10,0,NA,NA,silent,before,competitive_social_interaction,0
981,10,0,NA,NA,human,before,competitive_social_interaction,0
981,10,0,NA,NA,silent,before,competitive_social_interaction,0
981,10,0,NA,NA,novel,before,competitive_social_interaction,0
981,11,0,NA,NA,novel,before,competitive_social_interaction,0
981,11,0,NA,NA,silent,before,competitive_social_interaction,0
981,11,0,NA,NA,dog,before,competitive_social_interaction,0
981,11,1,NA,NA,novel,before,competitive_social_interaction,0
981,11,1,NA,NA,silent,before,competitive_social_interaction,0
981,11,0,NA,NA,dog,before,competitive_social_interaction,0
981,11,0,NA,NA,silent,before,competitive_social_interaction,0
981,11,0,NA,NA,bird,before,competitive_social_interaction,0
981,11,0,NA,NA,silent,before,competitive_social_interaction,0
981,12,1,NA,NA,silent,before,competitive_social_interaction,0
981,12,1,NA,NA,novel,before,competitive_social_interaction,0
981,12,1,NA,NA,silent,before,competitive_social_interaction,0
981,12,0,NA,NA,dog,before,competitive_social_interaction,0
981,12,0,NA,NA,silent,before,competitive_social_interaction,0
981,12,0,NA,NA,human,before,competitive_social_interaction,0
981,13,0,NA,NA,silent,before,competitive_social_interaction,0
981,13,0,NA,NA,bird,before,competitive_social_interaction,0
981,13,0,NA,NA,silent,before,competitive_social_interaction,0
981,13,1,NA,NA,silent,before,competitive_social_interaction,0
981,13,1,NA,NA,novel,before,competitive_social_interaction,0
981,13,1,NA,NA,silent,before,competitive_social_interaction,0
981,13,0,NA,NA,dog,before,competitive_social_interaction,0
981,14,1,NA,NA,human,before,competitive_social_interaction,0
981,14,0,NA,NA,bird,before,competitive_social_interaction,0
981,14,0,NA,NA,silent,before,competitive_social_interaction,0
981,14,0,NA,NA,silent,before,competitive_social_interaction,0
981,15,0,NA,NA,silent,before,competitive_social_interaction,NA
981,15,0,NA,NA,silent,before,competitive_social_interaction,0
981,15,0,NA,NA,human,before,competitive_social_interaction,0
981,15,1,NA,NA,roedeer,before,competitive_social_interaction,0
981,15,0,NA,NA,silent,before,competitive_social_interaction,1
981,16,1,NA,NA,bird,before,competitive_social_interaction,0
981,16,1,NA,NA,human,before,competitive_social_interaction,0
981,17,0,NA,NA,novel,before,competitive_social_interaction,0
981,18,1,NA,NA,bird,before,competitive_social_interaction,0
981,18,1,NA,NA,silent,before,competitive_social_interaction,NA
981,18,0,NA,NA,roedeer,before,competitive_social_interaction,0
981,18,0,NA,NA,silent,before,competitive_social_interaction,0
981,19,1,NA,NA,novel,before,competitive_social_interaction,0
981,19,1,NA,NA,roedeer,before,competitive_social_interaction,0
981,19,1,NA,NA,silent,before,competitive_social_interaction,0
981,19,0,NA,NA,human,before,competitive_social_interaction,NA
981,19,0,NA,NA,bird,before,competitive_social_interaction,0
981,20,0,NA,NA,bird,before,competitive_social_interaction,0.2
981,20,0,NA,NA,dog,before,competitive_social_interaction,0
981,20,1,NA,NA,silent,before,competitive_social_interaction,0
981,20,1,NA,NA,bird,before,competitive_social_interaction,0
981,20,1,NA,NA,human,before,competitive_social_interaction,0
981,20,1,NA,NA,silent,before,competitive_social_interaction,0
981,20,1,NA,NA,silent,before,competitive_social_interaction,0
981,20,1,NA,NA,novel,before,competitive_social_interaction,0
981,20,0,NA,NA,human,before,competitive_social_interaction,0
981,20,0,NA,NA,silent,before,competitive_social_interaction,0
981,20,0,NA,NA,dog,before,competitive_social_interaction,0.05
981,20,0,NA,NA,roedeer,before,competitive_social_interaction,0
981,21,0,NA,NA,roedeer,before,competitive_social_interaction,0
981,21,0,NA,NA,silent,before,competitive_social_interaction,0
981,21,1,NA,NA,silent,before,competitive_social_interaction,0
981,21,1,NA,NA,silent,before,competitive_social_interaction,0
981,21,1,NA,NA,novel,before,competitive_social_interaction,0
981,21,0,NA,NA,dog,before,competitive_social_interaction,0
981,21,0,NA,NA,human,before,competitive_social_interaction,0
981,21,0,NA,NA,silent,before,competitive_social_interaction,0
981,21,0,NA,NA,human,before,competitive_social_interaction,0
981,22,0,NA,NA,dog,before,competitive_social_interaction,0
981,22,0,NA,NA,silent,before,competitive_social_interaction,0
981,23,0,NA,NA,dog,before,competitive_social_interaction,0
981,23,0,NA,NA,silent,before,competitive_social_interaction,0
981,23,0,NA,NA,novel,before,competitive_social_interaction,0
981,23,1,NA,NA,roedeer,before,competitive_social_interaction,0
981,23,1,NA,NA,silent,before,competitive_social_interaction,0
981,23,1,NA,NA,human,before,competitive_social_interaction,0
981,23,1,NA,NA,silent,before,competitive_social_interaction,0
981,23,1,NA,NA,dog,before,competitive_social_interaction,0
981,23,0,NA,NA,silent,before,competitive_social_interaction,0
981,23,0,NA,NA,human,before,competitive_social_interaction,0
981,23,0,NA,NA,bird,before,competitive_social_interaction,0
981,23,0,NA,NA,silent,before,competitive_social_interaction,0
981,23,0,NA,NA,dog,before,competitive_social_interaction,0
981,6,1,NA,NA,human,during,competitive_social_interaction,0
981,7,1,NA,NA,roedeer,during,competitive_social_interaction,0
981,9,1,NA,NA,roedeer,during,competitive_social_interaction,0
981,9,1,NA,NA,human,during,competitive_social_interaction,0
981,9,1,NA,NA,silent,during,competitive_social_interaction,0
981,9,0,NA,NA,silent,during,competitive_social_interaction,0
981,9,0,NA,NA,roedeer,during,competitive_social_interaction,0
981,9,0,NA,NA,silent,during,competitive_social_interaction,0
981,9,0,NA,NA,silent,during,competitive_social_interaction,0
981,10,0,NA,NA,dog,during,competitive_social_interaction,0
981,10,0,NA,NA,dog,during,competitive_social_interaction,0
981,10,1,NA,NA,silent,during,competitive_social_interaction,0
981,10,1,NA,NA,novel,during,competitive_social_interaction,0
981,10,1,NA,NA,silent,during,competitive_social_interaction,0
981,10,0,NA,NA,silent,during,competitive_social_interaction,0
981,10,0,NA,NA,silent,during,competitive_social_interaction,0
981,10,0,NA,NA,human,during,competitive_social_interaction,0
981,10,0,NA,NA,silent,during,competitive_social_interaction,0
981,10,0,NA,NA,novel,during,competitive_social_interaction,0
981,11,0,NA,NA,novel,during,competitive_social_interaction,0
981,11,0,NA,NA,silent,during,competitive_social_interaction,0
981,11,0,NA,NA,dog,during,competitive_social_interaction,0
981,11,1,NA,NA,novel,during,competitive_social_interaction,0
981,11,1,NA,NA,silent,during,competitive_social_interaction,0
981,11,0,NA,NA,dog,during,competitive_social_interaction,0
981,11,0,NA,NA,silent,during,competitive_social_interaction,0
981,11,0,NA,NA,bird,during,competitive_social_interaction,0
981,11,0,NA,NA,silent,during,competitive_social_interaction,0
981,12,1,NA,NA,silent,during,competitive_social_interaction,0
981,12,1,NA,NA,novel,during,competitive_social_interaction,0
981,12,1,NA,NA,silent,during,competitive_social_interaction,0
981,12,0,NA,NA,dog,during,competitive_social_interaction,0
981,12,0,NA,NA,silent,during,competitive_social_interaction,0
981,12,0,NA,NA,human,during,competitive_social_interaction,0
981,13,0,NA,NA,silent,during,competitive_social_interaction,0
981,13,0,NA,NA,bird,during,competitive_social_interaction,0
981,13,0,NA,NA,silent,during,competitive_social_interaction,0
981,13,1,NA,NA,silent,during,competitive_social_interaction,0
981,13,1,NA,NA,novel,during,competitive_social_interaction,0
981,13,1,NA,NA,silent,during,competitive_social_interaction,0
981,13,0,NA,NA,dog,during,competitive_social_interaction,0
981,14,1,NA,NA,human,during,competitive_social_interaction,0
981,14,0,NA,NA,bird,during,competitive_social_interaction,0
981,14,0,NA,NA,silent,during,competitive_social_interaction,0
981,14,0,NA,NA,silent,during,competitive_social_interaction,0
981,15,0,NA,NA,silent,during,competitive_social_interaction,0
981,15,0,NA,NA,silent,during,competitive_social_interaction,0
981,15,0,NA,NA,human,during,competitive_social_interaction,0
981,15,1,NA,NA,roedeer,during,competitive_social_interaction,0
981,15,0,NA,NA,silent,during,competitive_social_interaction,0
981,16,1,NA,NA,bird,during,competitive_social_interaction,0
981,16,1,NA,NA,human,during,competitive_social_interaction,0
981,17,0,NA,NA,novel,during,competitive_social_interaction,0
981,18,1,NA,NA,bird,during,competitive_social_interaction,NA
981,18,1,NA,NA,silent,during,competitive_social_interaction,NA
981,18,0,NA,NA,roedeer,during,competitive_social_interaction,0
981,18,0,NA,NA,silent,during,competitive_social_interaction,0
981,19,1,NA,NA,novel,during,competitive_social_interaction,0
981,19,1,NA,NA,roedeer,during,competitive_social_interaction,0
981,19,1,NA,NA,silent,during,competitive_social_interaction,0
981,19,0,NA,NA,human,during,competitive_social_interaction,NA
981,19,0,NA,NA,bird,during,competitive_social_interaction,0
